idx,y_true,y_pred,dimension_label,response,raw,dim_pred
3736,1,0,19_family_relationship,"Lately, We’ve had our ups and downs, but we still talk, and I’m grateful for their understanding and presence.","26_support_social, 0",26_support_social
3737,1,1,19_family_relationship,"These days, my parents care, but they don't really know what I'm going through, but I wish we had more quality time together.","18_support, 1",18_support
3738,1,1,19_family_relationship,"Lately, I wish we communicated better in my family, which has helped me through a lot.","19_family_relationship, 1",19_family_relationship
3739,1,1,19_family_relationship,"Recently, we used to be closer, but things have changed, but I wish we had more quality time together.","19_family_relationship, 1",19_family_relationship
3740,1,1,19_family_relationship,"Lately, my family means well, but we don’t always understand each other, but I still miss how things used to be.","19_family_relationship, 1",19_family_relationship
3741,2,1,19_family_relationship,I don’t feel emotionally safe around my family.,"19_family_relationship, 1",19_family_relationship
3742,2,1,19_family_relationship,Every interaction with them feels like walking on eggshells.,"27_relationship_social, 1",27_relationship_social
3743,2,1,19_family_relationship,We’ve stopped talking because things became too toxic.,"27_relationship_social, 1",27_relationship_social
3744,2,2,19_family_relationship,My family has never accepted who I am.,"19_family_relationship, 2",19_family_relationship
3745,2,1,19_family_relationship,They’ve hurt me deeply and never apologized.,"27_relationship_social, 1",27_relationship_social
3746,2,1,19_family_relationship,Family dinners are always filled with tension and arguments.,"19_family_relationship, 1",19_family_relationship
3747,2,1,19_family_relationship,I feel drained after every conversation with them.,"27_relationship_social, 1",27_relationship_social
3748,2,1,19_family_relationship,They criticize my life choices constantly.,"26_support_social, 1",26_support_social
3749,2,1,19_family_relationship,We haven’t spoken in years due to a big fallout.,"27_relationship_social, 1",27_relationship_social
3750,2,2,19_family_relationship,I don’t have any emotional bond with them anymore.,"27_relationship_social, 2",27_relationship_social
3751,2,1,19_family_relationship,I feel like an outsider in my own family.,"19_family_relationship, 1",19_family_relationship
3752,2,2,19_family_relationship,There’s too much past trauma to move forward with them.,"27_relationship_social, 2",27_relationship_social
3753,2,2,19_family_relationship,I don’t feel loved or supported by any of them.,"18_support, 2",18_support
3754,2,1,19_family_relationship,I’ve learned to live without them in my life.,"26_support_social, 1",26_support_social
3755,2,2,19_family_relationship,"Recently, I don’t feel loved or supported by any of them, but there’s always room for more communication.","26_support_social, 2",26_support_social
3756,2,2,19_family_relationship,"In recent months, they’ve hurt me deeply and never apologized, which has helped me through a lot.","27_relationship_social, 2",27_relationship_social
3757,2,1,19_family_relationship,"These days, I feel like an outsider in my own family, which has helped me through a lot.","19_family_relationship, 1",19_family_relationship
3758,2,1,19_family_relationship,"At the moment, I feel drained after every conversation with them, but there’s always room for more communication.","27_relationship_social, 1",27_relationship_social
3759,2,1,19_family_relationship,"Lately, they criticize my life choices constantly, but I still miss how things used to be.","27_relationship_social, 1",27_relationship_social
3760,2,2,19_family_relationship,"These days, I don’t have any emotional bond with them anymore, and it makes a big difference in my emotional wellbeing.","26_support_social, 2",26_support_social
3761,2,1,19_family_relationship,"Recently, I feel like an outsider in my own family, but I still miss how things used to be.","19_family_relationship, 1",19_family_relationship
3762,2,1,19_family_relationship,"These days, family dinners are always filled with tension and arguments.","19_family_relationship, 1",19_family_relationship
3763,2,1,19_family_relationship,"These days, I’ve learned to live without having my family botherimg me in my life, which has helped me through a lot.","19_family_relationship, 1",19_family_relationship
3764,2,1,19_family_relationship,I don't get along well with my family.,"19_family_relationship, 1",19_family_relationship
3765,2,1,19_family_relationship,I don't like my family.,"19_family_relationship, 1",19_family_relationship
3766,2,1,19_family_relationship,I rarely talk to my family.,"19_family_relationship, 1",19_family_relationship
3767,2,1,19_family_relationship,I hardly ever visit my family.,"19_family_relationship, 1",19_family_relationship
3768,2,1,19_family_relationship,I don't like to talk with my family members.,"19_family_relationship, 1",19_family_relationship
3769,2,1,19_family_relationship,It a waste of time to hang out with my family.,"19_family_relationship, 1",19_family_relationship
3770,2,1,19_family_relationship,There are a lot of troubles with my family.,"19_family_relationship, 1",19_family_relationship
3771,2,2,19_family_relationship,I hate my family.,"19_family_relationship, 2",19_family_relationship
3772,2,2,19_family_relationship,The relationship with my family is terrible.,"19_family_relationship, 2",19_family_relationship
3773,2,1,19_family_relationship,It's hard for me to get along with my family.,"19_family_relationship, 1",19_family_relationship
3774,2,1,19_family_relationship,I don't want to talk to my family.,"19_family_relationship, 1",19_family_relationship
3775,2,2,19_family_relationship,My family is a nightmare for me.,"19_family_relationship, 2",19_family_relationship
3776,2,2,19_family_relationship,I don't want to see my family any more.,"19_family_relationship, 2",19_family_relationship
3777,2,1,19_family_relationship,I haven't been in touch with my family for a long time.,"19_family_relationship, 1",19_family_relationship
3778,2,2,19_family_relationship,My siblings just want to take advantages of me and never care my feelings.,"19_family_relationship, 2",19_family_relationship
3779,2,2,19_family_relationship,My son has been bothering me and repeatedly borrowing money from me to support his gambling habit.,"19_family_relationship, 2",19_family_relationship
3780,2,1,19_family_relationship,Life would be better without having these so called family members.,"19_family_relationship, 1",19_family_relationship
3781,2,1,19_family_relationship,I struggle with my family of origin—they've caused a lot of pain in my life.,"19_family_relationship, 1",19_family_relationship
3782,0,0,20_alcohol,I don’t drink alcohol at all.,"22_substance, 0",22_substance
3783,0,0,20_alcohol,I rarely drink and only during special occasions.,"22_substance, 0",22_substance
3784,0,0,20_alcohol,I prefer not to drink — it’s just not my thing.,"22_substance, 0",22_substance
3785,0,0,20_alcohol,I’m usually the designated driver when we go out.,"22_substance, 0",22_substance
3786,0,0,20_alcohol,Alcohol doesn’t appeal to me.,"22_substance, 0",22_substance
3787,0,0,20_alcohol,I drink maybe once or twice a year at weddings or events.,"22_substance, 0",22_substance
3788,0,0,20_alcohol,I’m more into sparkling water than wine or beer.,"22_substance, 0",22_substance
3789,0,0,20_alcohol,I’ve never liked the taste of alcohol.,"22_substance, 0",22_substance
3790,0,0,20_alcohol,I only drink when I’m with friends and in a good mood.,"22_substance, 0",22_substance
3791,0,0,20_alcohol,"I enjoy an occasional toast, but that’s about it.","22_substance, 0",22_substance
3792,0,0,20_alcohol,I stopped drinking years ago and haven’t missed it.,"22_substance, 0",22_substance
3793,0,0,20_alcohol,I avoid alcohol because of health reasons.,"22_substance, 0",22_substance
3794,0,0,20_alcohol,Drinking isn't a part of my social life.,"22_substance, 0",22_substance
3795,0,0,20_alcohol,"I might have a sip at a party, but never more than that.","22_substance, 0",22_substance
3796,0,0,20_alcohol,I enjoy socializing without needing alcohol.,"22_substance, 0",22_substance
3797,0,1,20_alcohol,"Lately, I’ve never liked the taste of alcohol, and I’m beginning to wonder if it’s becoming a habit.","22_substance, 1",22_substance
3798,0,0,20_alcohol,"In the past few months, I’ve never liked the taste of alcohol.","22_substance, 0",22_substance
3799,0,0,20_alcohol,"Recently, I might have a sip at a party, but never more than that, since I’ve been feeling more isolated.","22_substance, 0",22_substance
3800,0,0,20_alcohol,"These days, I drink maybe once or twice a year at weddings or events, though I’m not always proud of it.","22_substance, 0",22_substance
3801,0,0,20_alcohol,"These days, I only drink when I’m with friends and in a good mood, though I tell myself it’s under control.","22_substance, 0",22_substance
3802,0,0,20_alcohol,"These days, I stopped drinking years ago and haven’t missed it, though I tell myself it’s under control.","22_substance, 0",22_substance
3803,0,1,20_alcohol,"These days, alcohol doesn’t appeal to me, because it helps me wind down after long days.","22_substance, 1",22_substance
3804,0,0,20_alcohol,"Recently, I prefer not to drink — it’s just not my thing, though I tell myself it’s under control.","22_substance, 0",22_substance
3805,0,1,20_alcohol,"In the past few months, drinking isn't a part of my social life, and I’m beginning to wonder if it’s becoming a habit.","22_substance, 1",22_substance
3806,0,0,20_alcohol,"At the moment, I enjoy socializing without needing alcohol.","22_substance, 0",22_substance
3807,0,0,20_alcohol,"At the moment, I avoid alcohol because of health reasons.","22_substance, 0",22_substance
3808,0,0,20_alcohol,"Recently, drinking isn't a part of my social life.","22_substance, 0",22_substance
3809,0,0,20_alcohol,"At the moment, alcohol doesn’t appeal to me, even if I know it’s not the healthiest coping mechanism.","22_substance, 0",22_substance
3810,0,0,20_alcohol,"In the past few months, I avoid alcohol because of health reasons.","22_substance, 0",22_substance
3811,0,0,20_alcohol,"These days, I’m usually the designated driver when we go out, because it helps me wind down after long days.","22_substance, 0",22_substance
3812,0,0,20_alcohol,"In the past few months, I stopped drinking years ago and haven’t missed it, especially when I’m stressed or feeling down.","22_substance, 0",22_substance
3813,0,0,20_alcohol,"Recently, I only drink when I’m with friends and in a good mood.","22_substance, 0",22_substance
3814,0,2,20_alcohol,"Lately, drinking isn't a part of my social life, because it’s become part of my daily routine.","22_substance, 2",22_substance
3815,0,1,20_alcohol,"Recently, alcohol doesn’t appeal to me, and I’m beginning to wonder if it’s becoming a habit.","22_substance, 1",22_substance
3816,0,0,20_alcohol,"At the moment, I drink maybe once or twice a year at weddings or events.","22_substance, 0",22_substance
3817,0,0,20_alcohol,"In the past few months, I rarely drink and only during special and have-to occasions.","22_substance, 0",22_substance
3818,0,0,20_alcohol,"Lately, I enjoy socializing without needing alcohol, even if I know it’s not the healthiest coping mechanism.","22_substance, 0",22_substance
3819,0,0,20_alcohol,"Lately, I might have a sip at a party, but never more than that, though I’m not always proud of it.","22_substance, 0",22_substance
3820,0,0,20_alcohol,"In the past few months, I might have a sip at a party, but never more than that, even when I’m stressed or feeling down.","22_substance, 0",22_substance
3821,0,0,20_alcohol,"In the past few months, I only drink when I’m with friends and in a good mood.","22_substance, 0",22_substance
3822,0,0,20_alcohol,"These days, I drink maybe once or twice a year at weddings or events, because it helps me wind down after long days.","22_substance, 0",22_substance
3823,0,0,20_alcohol,"In the past few months, I enjoy socializing without needing alcohol, and I tell myself it’s under control.","22_substance, 0",22_substance
3824,0,0,20_alcohol,"Recently, I’m more into sparkling water than wine or beer.","22_substance, 0",22_substance
3825,0,0,20_alcohol,"These days, I might have a sip at a party, but never more than that.","22_substance, 0",22_substance
3826,0,0,20_alcohol,"In the past few months, alcohol doesn’t appeal to me, because it doesn't help me wind down after long days.","22_substance, 0",22_substance
3827,0,1,20_alcohol,"At the moment, alcohol doesn’t appeal to me, because it helps me wind down after long days.","20_alcohol, 1",20_alcohol
3828,0,0,20_alcohol,"Recently, I’ve never liked the taste of alcohol, though I’m not always proud of it.","22_substance, 0",22_substance
3829,0,0,20_alcohol,"At the moment, I don’t drink alcohol at all, because I know it’s not the healthiest coping mechanism.","22_substance, 0",22_substance
3830,0,0,20_alcohol,"Lately, I stopped drinking years ago and haven’t missed it.","22_substance, 0",22_substance
3831,0,0,20_alcohol,"Lately, I might have a sip at a party, but never more than that.","22_substance, 0",22_substance
3832,0,1,20_alcohol,"At the moment, I enjoy an occasional toast, but that’s about it, since I’ve been feeling more isolated.","26_support_social, 1",26_support_social
3833,0,1,20_alcohol,"In the past few months, I only drink when I’m with friends and in a good mood, even if I know it’s not the healthiest coping mechanism.","22_substance, 1",22_substance
3834,0,0,20_alcohol,"Lately, I drink maybe once or twice a year at weddings or events, even if I know it’s not the healthiest coping mechanism.","22_substance, 0",22_substance
3835,0,0,20_alcohol,"These days, drinking isn't a part of my social life, even if I know it’s not the healthiest coping mechanism.","22_substance, 0",22_substance
3836,0,1,20_alcohol,"In the past few months, I prefer not to drink — it’s just not my thing, because it helps me wind down after long days.","22_substance, 1",22_substance
3837,0,0,20_alcohol,"In the past few months, I might have a sip at a party, but never more than that.","22_substance, 0",22_substance
3838,0,0,20_alcohol,"In the past few months, I’m more into sparkling water than wine or beer.","22_substance, 0",22_substance
3839,1,0,20_alcohol,I drink socially with friends on weekends.,"22_substance, 0",22_substance
3840,1,0,20_alcohol,I’ll have a glass of wine with dinner occasionally.,"22_substance, 0",22_substance
3841,1,1,20_alcohol,I try to moderate my alcohol consumption.,"22_substance, 1",22_substance
3842,1,0,20_alcohol,"I enjoy going out for drinks, but I don’t overdo it.","22_substance, 0",22_substance
3843,1,0,20_alcohol,"I like the taste of beer, but I keep it under control.","22_substance, 0",22_substance
3844,1,0,20_alcohol,"Drinking is part of my weekend routine, but I stay within limits.","22_substance, 0",22_substance
3845,1,0,20_alcohol,"I sometimes drink alone, but not to the point of intoxication.","22_substance, 0",22_substance
3846,1,0,20_alcohol,I have a drink or two while watching a movie at home.,"22_substance, 0",22_substance
3847,1,1,20_alcohol,"Alcohol helps me relax sometimes, but I try not to rely on it.","22_substance, 1",22_substance
3848,1,0,20_alcohol,I drink during celebrations or get-togethers.,"22_substance, 0",22_substance
3849,1,1,20_alcohol,"Sometimes I drink when I’m bored, but I’m aware of it.","20_alcohol, 1",20_alcohol
3850,1,1,20_alcohol,I’ve been trying to cut back on how often I drink.,"22_substance, 1",22_substance
3851,1,0,20_alcohol,I enjoy a cocktail now and then — it's more for the taste.,"22_substance, 0",22_substance
3852,1,1,20_alcohol,"Drinking helps me socialize, but I don’t drink daily.","22_substance, 1",22_substance
3853,1,1,20_alcohol,"Recently, I drink socially with friends on weekends, even if I know it’s not the healthiest coping mechanism.","22_substance, 1",22_substance
3854,1,1,20_alcohol,"Recently, I enjoy a cocktail now and then — it's more for the taste, though I tell myself it’s under control.","22_substance, 1",22_substance
3855,1,1,20_alcohol,"In the past few months, alcohol helps me relax sometimes, but I try not to rely on it.","22_substance, 1",22_substance
3856,1,1,20_alcohol,"Recently, I like the taste of beer, but I keep it under control.","22_substance, 1",22_substance
3857,1,1,20_alcohol,"Lately, I have a drink or two while watching a movie at home, and I tell myself it’s under control.","22_substance, 1",22_substance
3858,1,1,20_alcohol,"At the moment, I have a drink or two while watching a movie at home, because it’s become part of my daily routine.","22_substance, 1",22_substance
3859,1,1,20_alcohol,"Lately, I have a drink or two while watching a movie at home, because it helps me wind down after long days.","22_substance, 1",22_substance
3860,1,1,20_alcohol,"Lately, I drink socially with friends on weekends, though I tell myself it’s under control.","22_substance, 1",22_substance
3861,1,1,20_alcohol,"These days, I drink socially with friends on weekends, though I’m not always proud of it.","22_substance, 1",22_substance
3862,1,1,20_alcohol,"At the moment, I have a drink or two while watching a movie at home, since I’ve been feeling more isolated.","22_substance, 1",22_substance
3863,1,1,20_alcohol,"Recently, alcohol helps me relax sometimes, but I try not to rely on it, because it helps me wind down after long days.","22_substance, 1",22_substance
3864,1,1,20_alcohol,"Recently, I’ve been trying to cut back on how often I drink, though I tell myself it’s under control.","22_substance, 1",22_substance
3865,1,1,20_alcohol,"Lately, I’ve been trying to cut back on how often I drink, especially when I’m stressed or feeling down.","22_substance, 1",22_substance
3866,1,0,20_alcohol,"Recently, I enjoy going out for drinks, but I don’t overdo it, especially when I’m stressed or feeling down.","22_substance, 0",22_substance
3867,1,1,20_alcohol,"Lately, Sometimes I drink when I’m bored, but I’m aware of it.","22_substance, 1",22_substance
3868,1,1,20_alcohol,"These days, I sometimes drink alone, but not to the point of intoxication.","22_substance, 1",22_substance
3869,1,2,20_alcohol,"In the past few months, I drink during celebrations or get-togethers, because it’s become part of my daily routine.","22_substance, 2",22_substance
3870,1,0,20_alcohol,"At the moment, I enjoy going out for drinks, but I don’t overdo it, as a way to manage my emotions.","22_substance, 0",22_substance
3871,1,1,20_alcohol,"Recently, drinking is part of my weekend routine, but I stay within limits, though I tell myself it’s under control.","22_substance, 1",22_substance
3872,1,1,20_alcohol,"At the moment, I sometimes drink alone, but not to the point of intoxication, as a way to manage my emotions.","22_substance, 1",22_substance
3873,1,0,20_alcohol,"Recently, I drink during celebrations or get-togethers.","22_substance, 0",22_substance
3874,1,1,20_alcohol,"Lately, I like the taste of beer, but I keep it under control, since I’ve been feeling more isolated.","22_substance, 1",22_substance
3875,1,1,20_alcohol,"These days, I try to moderate my alcohol consumption.","22_substance, 1",22_substance
3876,1,1,20_alcohol,"Recently, I enjoy going out for drinks, but I don’t overdo it, since I’ve been feeling more isolated.","26_support_social, 1",26_support_social
3877,1,1,20_alcohol,"At the moment, I sometimes drink to unwind after a long day, but not every day, because it helps me wind down after long days.","22_substance, 1",22_substance
3878,2,2,20_alcohol,I drink heavily almost every night by myself.,"22_substance, 2",22_substance
3879,2,2,20_alcohol,Alcohol has become a way to escape for me.,"22_substance, 2",22_substance
3880,2,2,20_alcohol,"I often drink until I pass out, especially when alone.","22_substance, 2",22_substance
3881,2,1,20_alcohol,My drinking habits have gotten worse in recent months.,"22_substance, 1",22_substance
3882,2,2,20_alcohol,I hide how much I drink from others.,"22_substance, 2",22_substance
3883,2,2,20_alcohol,I’ve started drinking earlier and earlier in the day.,"22_substance, 2",22_substance
3884,2,2,20_alcohol,"Even when I don’t want to, I find myself reaching for alcohol.","22_substance, 2",22_substance
3885,2,2,20_alcohol,Drinking alone has become my coping mechanism.,"22_substance, 2",22_substance
3886,2,2,20_alcohol,I often finish a whole bottle of wine or more by myself.,"22_substance, 2",22_substance
3887,2,2,20_alcohol,I feel like I need alcohol to sleep.,"22_substance, 2",22_substance
3888,2,2,20_alcohol,I’ve missed work or obligations because I was hungover.,"22_substance, 2",22_substance
3889,2,2,20_alcohol,"I know I drink too much, but I don’t know how to stop.","22_substance, 2",22_substance
3890,2,2,20_alcohol,"I’ve tried to cut back, but I always go back to drinking alone.","22_substance, 2",22_substance
3891,2,2,20_alcohol,"Most of my evenings involve alcohol now, even when I’m alone.","22_substance, 2",22_substance
3892,2,2,20_alcohol,"Lately, most of my evenings involve alcohol now, even when I’m alone.","22_substance, 2",22_substance
3893,2,2,20_alcohol,"Lately, I hide how much I drink from others, as a way to manage my emotions.","22_substance, 2",22_substance
3894,2,2,20_alcohol,"At the moment, I drink heavily almost every night by myself, since I’ve been feeling more isolated.","22_substance, 2",22_substance
3895,2,2,20_alcohol,"In the past few months, even when I don’t want to, I find myself reaching for alcohol, though I’m not always proud of it.","22_substance, 2",22_substance
3896,2,2,20_alcohol,"Lately, I hide how much I drink from others, though I tell myself it’s under control.","22_substance, 2",22_substance
3897,2,2,20_alcohol,"Recently, I’ve missed work or obligations because I was hungover.","22_substance, 2",22_substance
3898,2,1,20_alcohol,"Lately, alcohol has become a way to escape for me, because it helps me wind down after long days.","22_substance, 1",22_substance
3899,2,2,20_alcohol,"At the moment, drinking is the only time I feel numb or okay, because it helps me wind down after long days.","22_substance, 2",22_substance
3900,2,2,20_alcohol,"At the moment, most of my evenings involve alcohol now, even when I’m alone, because it’s become part of my daily routine.","22_substance, 2",22_substance
3901,2,2,20_alcohol,"In the past few months, I hide how much I drink from others, though I tell myself it’s under control.","22_substance, 2",22_substance
3902,2,1,20_alcohol,"In the past few months, drinking alone has become my coping mechanism, and I’m beginning to wonder if it’s becoming a habit.","22_substance, 1",22_substance
3903,2,2,20_alcohol,"Recently, I drink heavily almost every night by myself, though I tell myself it’s under control.","22_substance, 2",22_substance
3904,2,2,20_alcohol,"These days, even when I don’t want to, I find myself reaching for alcohol, because it’s become part of my daily routine.","22_substance, 2",22_substance
3905,2,2,20_alcohol,"Recently, even when I don’t want to, I find myself reaching for alcohol, because it’s become part of my daily routine.","22_substance, 2",22_substance
3906,2,2,20_alcohol,"These days, I’ve started drinking earlier and earlier in the day.","22_substance, 2",22_substance
3907,2,2,20_alcohol,"In the past few months, drinking is the only time I feel numb or okay, as a way to manage my emotions.","22_substance, 2",22_substance
3908,2,2,20_alcohol,"Lately, most of my evenings involve alcohol now, even when I’m alone, since I’ve been feeling more isolated.","22_substance, 2",22_substance
3909,2,2,20_alcohol,"In the past few months, I often finish a whole bottle of wine or more by myself, even if I know it’s not the healthiest coping mechanism.","22_substance, 2",22_substance
3910,2,2,20_alcohol,"Lately, I’ve started drinking earlier and earlier in the day, though I tell myself it’s under control.","22_substance, 2",22_substance
3911,2,1,20_alcohol,"In the past few months, alcohol has become a way to escape for me, though I’m not always proud of it.","22_substance, 1",22_substance
3912,2,2,20_alcohol,"At the moment, drinking is the only time I feel numb or okay.","22_substance, 2",22_substance
3913,2,2,20_alcohol,"Lately, I’ve missed work or obligations because I was hungover, especially when I’m stressed or feeling down.","22_substance, 2",22_substance
3914,2,2,20_alcohol,"These days, I’ve started drinking earlier and earlier in the day, even if I know it’s not the healthiest coping mechanism.","22_substance, 2",22_substance
3915,2,2,20_alcohol,"At the moment, I’ve missed work or obligations because I was hungover.","22_substance, 2",22_substance
3916,2,2,20_alcohol,"Lately, I often finish a whole bottle of wine or more by myself, though I tell myself it’s under control.","22_substance, 2",22_substance
3917,2,2,20_alcohol,"In the past few months, I’ve started drinking earlier and earlier in the day.","22_substance, 2",22_substance
3918,2,1,20_alcohol,"In the past few months, alcohol has become a way to escape for me, especially when I’m stressed or feeling down.","22_substance, 1",22_substance
3919,2,2,20_alcohol,"These days, I’ve missed work or obligations because I was hungover, though I tell myself it’s under control.","22_substance, 2",22_substance
3920,2,2,20_alcohol,"In the past few months, most of my evenings involve alcohol now, even when I’m alone, since I’ve been feeling more isolated.","22_substance, 2",22_substance
3921,2,2,20_alcohol,"At the moment, most of my evenings involve alcohol now, even when I’m alone, especially when I’m stressed or feeling down.","22_substance, 2",22_substance
3922,2,2,20_alcohol,"At the moment, I’ve tried to cut back, but I always go back to drinking alone, as a way to manage my emotions.","22_substance, 2",22_substance
3923,2,2,20_alcohol,"In the past few months, drinking is the only time I feel numb or okay, especially when I’m stressed or feeling down.","22_substance, 2",22_substance
3924,2,1,20_alcohol,"These days, drinking alone has become my coping mechanism.","22_substance, 1",22_substance
3925,2,1,20_alcohol,"These days, alcohol has become a way to escape for me, though I’m not always proud of it.","22_substance, 1",22_substance
3926,2,2,20_alcohol,"In the past few months, I drink heavily almost every night by myself, as a way to manage my emotions.","22_substance, 2",22_substance
3927,2,2,20_alcohol,"In the past few months, My drinking habits have gotten worse in recent months, as a way to manage my emotions.","22_substance, 2",22_substance
3928,2,2,20_alcohol,"In the past few months, drinking alone has become my coping mechanism, even if I know it’s not the healthiest coping mechanism.","22_substance, 2",22_substance
3929,2,2,20_alcohol,"Recently, I know I drink too much, but I don’t know how to stop, though I tell myself it’s under control.","22_substance, 2",22_substance
3930,2,2,20_alcohol,"In the past few months, drinking is the only time I feel numb or okay.","22_substance, 2",22_substance
3931,2,2,20_alcohol,"Lately, I’ve missed work or obligations because I was hungover, because it helps me wind down after long days.","22_substance, 2",22_substance
3932,2,2,20_alcohol,"Lately, I often drink until I pass out, especially when alone, because it’s become part of my daily routine.","22_substance, 2",22_substance
3933,2,2,20_alcohol,"At the moment, I know I drink too much, but I don’t know how to stop, though I’m not always proud of it.","22_substance, 2",22_substance
3934,2,2,20_alcohol,"Recently, drinking alone has become my coping mechanism, especially when I’m stressed or feeling down.","22_substance, 2",22_substance
3935,2,2,20_alcohol,"In the past few months, alcohol has become a way to escape for me.","22_substance, 2",22_substance
3936,2,2,20_alcohol,"These days, I know I drink too much, but I don’t know how to stop, as a way to manage my emotions.","22_substance, 2",22_substance
3937,2,1,20_alcohol,"At the moment, I hide how much I drink from others, even if I know it’s not the healthiest coping mechanism.","22_substance, 1",22_substance
3938,0,0,21_tobacco,I don't smoke.,"21_tobacco, 0",21_tobacco
3939,0,0,21_tobacco,I don't vape.,"21_tobacco, 0",21_tobacco
3940,0,0,21_tobacco,I hate smoke.,"21_tobacco, 0",21_tobacco
3941,0,0,21_tobacco,I don't smoke or vape at all.,"21_tobacco, 0",21_tobacco
3942,0,0,21_tobacco,I have never smoked or vaped in my life.,"21_tobacco, 0",21_tobacco
3943,0,0,21_tobacco,I quit smoking years ago and haven't touched it since.,"21_tobacco, 0",21_tobacco
3944,0,0,21_tobacco,I'm strongly against tobacco use.,"21_tobacco, 0",21_tobacco
3945,0,0,21_tobacco,"None of my friends smoke, so I never picked up the habit.","21_tobacco, 0",21_tobacco
3946,0,0,21_tobacco,I'm very health-conscious and avoid cigarettes and vapes.,"21_tobacco, 0",21_tobacco
3947,0,0,21_tobacco,"I find the smell of smoke unpleasant, so I avoid it completely.","21_tobacco, 0",21_tobacco
3948,0,0,21_tobacco,I prefer jogging or meditating when I feel stressed instead of smoking.,"32_coping, 0",32_coping
3949,0,0,21_tobacco,I used to be curious but never tried smoking or vaping.,"21_tobacco, 0",21_tobacco
3950,0,0,21_tobacco,I’ve always said no when offered a cigarette or vape.,"21_tobacco, 0",21_tobacco
3951,0,0,21_tobacco,I’m allergic to cigarette smoke.,"Other, 0","NA, 99"
3952,0,0,21_tobacco,"I try to keep my lungs healthy, so I avoid tobacco.","21_tobacco, 0",21_tobacco
3953,0,0,21_tobacco,I’ve been in a smoke-free home all my life.,"21_tobacco, 0",21_tobacco
3954,0,0,21_tobacco,I advocate for tobacco-free environments.,"21_tobacco, 0",21_tobacco
3955,0,0,21_tobacco,I stay away from second-hand smoke too.,"21_tobacco, 0",21_tobacco
3956,0,0,21_tobacco,I never felt the need to smoke or vape.,"21_tobacco, 0",21_tobacco
3957,0,0,21_tobacco,Smoking is not part of my lifestyle or social circle.,"21_tobacco, 0",21_tobacco
3958,0,0,21_tobacco,I don’t even like the idea of vaping.,"21_tobacco, 0",21_tobacco
3959,0,0,21_tobacco,"I’ve read about the health risks, and I stay away.","9_risk, 0",9_risk
3960,0,0,21_tobacco,I associate smoking with serious health problems.,"21_tobacco, 0",21_tobacco
3961,0,0,21_tobacco,"My parents never allowed smoking at home, and it stuck with me.","21_tobacco, 0",21_tobacco
3962,0,0,21_tobacco,I always opt for non-smoking areas.,"21_tobacco, 0",21_tobacco
3963,0,1,21_tobacco,I don’t want my clothes to smell like smoke.,"21_tobacco, 1",21_tobacco
3964,0,0,21_tobacco,I play sports and don’t want tobacco to affect my performance.,"21_tobacco, 0",21_tobacco
3965,0,0,21_tobacco,"I’m raising a child, and I want to be a role model.","19_family_relationship, 0",19_family_relationship
3966,0,0,21_tobacco,My doctor commended me for being tobacco-free.,"21_tobacco, 0",21_tobacco
3967,0,0,21_tobacco,I like breathing clean air.,"Other, 0","NA, 99"
3968,0,0,21_tobacco,I’m part of a support group that promotes healthy living.,"26_support_social, 0",26_support_social
3969,0,0,21_tobacco,"I’ve been tested for nicotine, and I’m clean.","21_tobacco, 0",21_tobacco
3970,0,0,21_tobacco,I avoid parties where people smoke a lot.,"21_tobacco, 0",21_tobacco
3971,0,0,21_tobacco,I’ve never even held a cigarette.,"21_tobacco, 0",21_tobacco
3972,0,0,21_tobacco,I find vaping devices too artificial and off-putting.,"21_tobacco, 0",21_tobacco
3973,0,0,21_tobacco,I’m more of a tea person than someone who smokes to relax.,"21_tobacco, 0",21_tobacco
3974,0,0,21_tobacco,I try to educate others about the harms of tobacco.,"25_community, 0",25_community
3975,0,0,21_tobacco,Smoking doesn’t fit into my lifestyle.,"21_tobacco, 0",21_tobacco
3976,0,0,21_tobacco,Tobacco use doesn’t interest me at all.,"21_tobacco, 0",21_tobacco
3977,0,0,21_tobacco,I'm trying to maintain a healthy respiratory system.,"Other, 0","NA, 99"
3978,0,0,21_tobacco,I never get cravings for nicotine.,"21_tobacco, 0",21_tobacco
3979,0,0,21_tobacco,I’ve never been tempted to smoke.,"21_tobacco, 0",21_tobacco
3980,0,0,21_tobacco,"Even during stressful times, I find healthier outlets.","32_coping, 0",32_coping
3981,0,0,21_tobacco,Smoking is against my personal beliefs.,"21_tobacco, 0",21_tobacco
3982,0,0,21_tobacco,My close friends all avoid tobacco too.,"21_tobacco, 0",21_tobacco
3983,0,0,21_tobacco,I value clear lungs for singing and breathing.,"21_tobacco, 0",21_tobacco
3984,0,0,21_tobacco,I’ve worked hard to avoid addictions of any kind.,"22_substance, 0",22_substance
3985,0,0,21_tobacco,I use herbal teas and calming music to destress.,"32_coping, 0",32_coping
3986,0,0,21_tobacco,I've set boundaries against smoking in my home.,"21_tobacco, 0",21_tobacco
3987,0,0,21_tobacco,"Even in college, I resisted peer pressure to smoke.","21_tobacco, 0",21_tobacco
3988,0,0,21_tobacco,I always check for smoke-free accommodation.,"21_tobacco, 0",21_tobacco
3989,0,0,21_tobacco,I enjoy the outdoors too much to ruin it with smoke.,"21_tobacco, 0",21_tobacco
