Dimension,Dimension Label,Score,Response
Alcohol abuse,20_alcohol,2,I drink heavily almost every night by myself.
Alcohol abuse,20_alcohol,2,Alcohol has become a way to escape for me.
Alcohol abuse,20_alcohol,2,"I often drink until I pass out, especially when alone."
Alcohol abuse,20_alcohol,2,My drinking habits have gotten worse in recent months.
Alcohol abuse,20_alcohol,2,I hide how much I drink from others.
Alcohol abuse,20_alcohol,2,I’ve started drinking earlier and earlier in the day.
Alcohol abuse,20_alcohol,2,"Even when I don’t want to, I find myself reaching for alcohol."
Alcohol abuse,20_alcohol,2,Drinking alone has become my coping mechanism.
Alcohol abuse,20_alcohol,2,I often finish a whole bottle of wine or more by myself.
Alcohol abuse,20_alcohol,2,I feel like I need alcohol to sleep.
Alcohol abuse,20_alcohol,2,I’ve missed work or obligations because I was hungover.
Alcohol abuse,20_alcohol,2,"I know I drink too much, but I don’t know how to stop."
Alcohol abuse,20_alcohol,2,"I’ve tried to cut back, but I always go back to drinking alone."
Alcohol abuse,20_alcohol,2,"Most of my evenings involve alcohol now, even when I’m alone."
Alcohol abuse,20_alcohol,2,"Lately, most of my evenings involve alcohol now, even when I’m alone."
Alcohol abuse,20_alcohol,2,"Lately, I hide how much I drink from others, as a way to manage my emotions."
Alcohol abuse,20_alcohol,2,"At the moment, I drink heavily almost every night by myself, since I’ve been feeling more isolated."
Alcohol abuse,20_alcohol,2,"In the past few months, even when I don’t want to, I find myself reaching for alcohol, though I’m not always proud of it."
Alcohol abuse,20_alcohol,2,"Lately, I hide how much I drink from others, though I tell myself it’s under control."
Alcohol abuse,20_alcohol,2,"Recently, I’ve missed work or obligations because I was hungover."
Alcohol abuse,20_alcohol,2,"Lately, alcohol has become a way to escape for me, because it helps me wind down after long days."
Alcohol abuse,20_alcohol,2,"At the moment, drinking is the only time I feel numb or okay, because it helps me wind down after long days."
Alcohol abuse,20_alcohol,2,"At the moment, most of my evenings involve alcohol now, even when I’m alone, because it’s become part of my daily routine."
Alcohol abuse,20_alcohol,2,"In the past few months, I hide how much I drink from others, though I tell myself it’s under control."
Alcohol abuse,20_alcohol,2,"In the past few months, drinking alone has become my coping mechanism, and I’m beginning to wonder if it’s becoming a habit."
Alcohol abuse,20_alcohol,2,"Recently, I drink heavily almost every night by myself, though I tell myself it’s under control."
Alcohol abuse,20_alcohol,2,"These days, even when I don’t want to, I find myself reaching for alcohol, because it’s become part of my daily routine."
Alcohol abuse,20_alcohol,2,"Recently, even when I don’t want to, I find myself reaching for alcohol, because it’s become part of my daily routine."
Alcohol abuse,20_alcohol,2,"These days, I’ve started drinking earlier and earlier in the day."
Alcohol abuse,20_alcohol,2,"In the past few months, drinking is the only time I feel numb or okay, as a way to manage my emotions."
Alcohol abuse,20_alcohol,2,"Lately, most of my evenings involve alcohol now, even when I’m alone, since I’ve been feeling more isolated."
Alcohol abuse,20_alcohol,2,"In the past few months, I often finish a whole bottle of wine or more by myself, even if I know it’s not the healthiest coping mechanism."
Alcohol abuse,20_alcohol,2,"Lately, I’ve started drinking earlier and earlier in the day, though I tell myself it’s under control."
Alcohol abuse,20_alcohol,2,"In the past few months, alcohol has become a way to escape for me, though I’m not always proud of it."
Alcohol abuse,20_alcohol,2,"At the moment, drinking is the only time I feel numb or okay."
Alcohol abuse,20_alcohol,2,"Lately, I’ve missed work or obligations because I was hungover, especially when I’m stressed or feeling down."
Alcohol abuse,20_alcohol,2,"These days, I’ve started drinking earlier and earlier in the day, even if I know it’s not the healthiest coping mechanism."
Alcohol abuse,20_alcohol,2,"At the moment, I’ve missed work or obligations because I was hungover."
Alcohol abuse,20_alcohol,2,"Lately, I often finish a whole bottle of wine or more by myself, though I tell myself it’s under control."
Alcohol abuse,20_alcohol,2,"In the past few months, I’ve started drinking earlier and earlier in the day."
Alcohol abuse,20_alcohol,2,"In the past few months, alcohol has become a way to escape for me, especially when I’m stressed or feeling down."
Alcohol abuse,20_alcohol,2,"These days, I’ve missed work or obligations because I was hungover, though I tell myself it’s under control."
Alcohol abuse,20_alcohol,2,"In the past few months, most of my evenings involve alcohol now, even when I’m alone, since I’ve been feeling more isolated."
Alcohol abuse,20_alcohol,2,"At the moment, most of my evenings involve alcohol now, even when I’m alone, especially when I’m stressed or feeling down."
Alcohol abuse,20_alcohol,2,"At the moment, I’ve tried to cut back, but I always go back to drinking alone, as a way to manage my emotions."
Alcohol abuse,20_alcohol,2,"In the past few months, drinking is the only time I feel numb or okay, especially when I’m stressed or feeling down."
Alcohol abuse,20_alcohol,2,"These days, drinking alone has become my coping mechanism."
Alcohol abuse,20_alcohol,2,"These days, alcohol has become a way to escape for me, though I’m not always proud of it."
Alcohol abuse,20_alcohol,2,"In the past few months, I drink heavily almost every night by myself, as a way to manage my emotions."
Alcohol abuse,20_alcohol,2,"In the past few months, My drinking habits have gotten worse in recent months, as a way to manage my emotions."
Alcohol abuse,20_alcohol,2,"In the past few months, drinking alone has become my coping mechanism, even if I know it’s not the healthiest coping mechanism."
Alcohol abuse,20_alcohol,2,"Recently, I know I drink too much, but I don’t know how to stop, though I tell myself it’s under control."
Alcohol abuse,20_alcohol,2,"In the past few months, drinking is the only time I feel numb or okay."
Alcohol abuse,20_alcohol,2,"Lately, I’ve missed work or obligations because I was hungover, because it helps me wind down after long days."
Alcohol abuse,20_alcohol,2,"Lately, I often drink until I pass out, especially when alone, because it’s become part of my daily routine."
Alcohol abuse,20_alcohol,2,"At the moment, I know I drink too much, but I don’t know how to stop, though I’m not always proud of it."
Alcohol abuse,20_alcohol,2,"Recently, drinking alone has become my coping mechanism, especially when I’m stressed or feeling down."
Alcohol abuse,20_alcohol,2,"In the past few months, alcohol has become a way to escape for me."
Alcohol abuse,20_alcohol,2,"These days, I know I drink too much, but I don’t know how to stop, as a way to manage my emotions."
Alcohol abuse,20_alcohol,2,"At the moment, I hide how much I drink from others, even if I know it’s not the healthiest coping mechanism."
Tobacco abuse,21_tobacco,0,I don't smoke.
Tobacco abuse,21_tobacco,0,I don't vape.
Tobacco abuse,21_tobacco,0,I hate smoke.
Tobacco abuse,21_tobacco,0,I don't smoke or vape at all.
Tobacco abuse,21_tobacco,0,I have never smoked or vaped in my life.
Tobacco abuse,21_tobacco,0,I quit smoking years ago and haven't touched it since.
Tobacco abuse,21_tobacco,0,I'm strongly against tobacco use.
Tobacco abuse,21_tobacco,0,"None of my friends smoke, so I never picked up the habit."
Tobacco abuse,21_tobacco,0,I'm very health-conscious and avoid cigarettes and vapes.
Tobacco abuse,21_tobacco,0,"I find the smell of smoke unpleasant, so I avoid it completely."
Tobacco abuse,21_tobacco,0,I prefer jogging or meditating when I feel stressed instead of smoking.
Tobacco abuse,21_tobacco,0,I used to be curious but never tried smoking or vaping.
Tobacco abuse,21_tobacco,0,I’ve always said no when offered a cigarette or vape.
Tobacco abuse,21_tobacco,0,I’m allergic to cigarette smoke.
Tobacco abuse,21_tobacco,0,"I try to keep my lungs healthy, so I avoid tobacco."
Tobacco abuse,21_tobacco,0,I’ve been in a smoke-free home all my life.
Tobacco abuse,21_tobacco,0,I advocate for tobacco-free environments.
Tobacco abuse,21_tobacco,0,I stay away from second-hand smoke too.
Tobacco abuse,21_tobacco,0,I never felt the need to smoke or vape.
Tobacco abuse,21_tobacco,0,Smoking is not part of my lifestyle or social circle.
Tobacco abuse,21_tobacco,0,I don’t even like the idea of vaping.
Tobacco abuse,21_tobacco,0,"I’ve read about the health risks, and I stay away."
Tobacco abuse,21_tobacco,0,I associate smoking with serious health problems.
Tobacco abuse,21_tobacco,0,"My parents never allowed smoking at home, and it stuck with me."
Tobacco abuse,21_tobacco,0,I always opt for non-smoking areas.
Tobacco abuse,21_tobacco,0,I don’t want my clothes to smell like smoke.
Tobacco abuse,21_tobacco,0,I play sports and don’t want tobacco to affect my performance.
Tobacco abuse,21_tobacco,0,"I’m raising a child, and I want to be a role model."
Tobacco abuse,21_tobacco,0,My doctor commended me for being tobacco-free.
Tobacco abuse,21_tobacco,0,I like breathing clean air.
Tobacco abuse,21_tobacco,0,I’m part of a support group that promotes healthy living.
Tobacco abuse,21_tobacco,0,"I’ve been tested for nicotine, and I’m clean."
Tobacco abuse,21_tobacco,0,I avoid parties where people smoke a lot.
Tobacco abuse,21_tobacco,0,I’ve never even held a cigarette.
Tobacco abuse,21_tobacco,0,I find vaping devices too artificial and off-putting.
Tobacco abuse,21_tobacco,0,I’m more of a tea person than someone who smokes to relax.
Tobacco abuse,21_tobacco,0,I try to educate others about the harms of tobacco.
Tobacco abuse,21_tobacco,0,Smoking doesn’t fit into my lifestyle.
Tobacco abuse,21_tobacco,0,Tobacco use doesn’t interest me at all.
Tobacco abuse,21_tobacco,0,I'm trying to maintain a healthy respiratory system.
Tobacco abuse,21_tobacco,0,I never get cravings for nicotine.
Tobacco abuse,21_tobacco,0,I’ve never been tempted to smoke.
Tobacco abuse,21_tobacco,0,"Even during stressful times, I find healthier outlets."
Tobacco abuse,21_tobacco,0,Smoking is against my personal beliefs.
Tobacco abuse,21_tobacco,0,My close friends all avoid tobacco too.
Tobacco abuse,21_tobacco,0,I value clear lungs for singing and breathing.
Tobacco abuse,21_tobacco,0,I’ve worked hard to avoid addictions of any kind.
Tobacco abuse,21_tobacco,0,I use herbal teas and calming music to destress.
Tobacco abuse,21_tobacco,0,I've set boundaries against smoking in my home.
Tobacco abuse,21_tobacco,0,"Even in college, I resisted peer pressure to smoke."
Tobacco abuse,21_tobacco,0,I always check for smoke-free accommodation.
Tobacco abuse,21_tobacco,0,I enjoy the outdoors too much to ruin it with smoke.
Tobacco abuse,21_tobacco,0,My dentist praised me for not using tobacco.
Tobacco abuse,21_tobacco,0,I love biking and want to keep my stamina high.
Tobacco abuse,21_tobacco,0,"Even in social events, I politely decline any offers."
Tobacco abuse,21_tobacco,0,I was taught from a young age to avoid tobacco.
Tobacco abuse,21_tobacco,0,The anti-smoking ads really resonated with me.
Tobacco abuse,21_tobacco,0,"My grandparents had smoking-related illnesses, so I avoid it."
Tobacco abuse,21_tobacco,0,I want to set a good example for my younger siblings.
Tobacco abuse,21_tobacco,0,I feel proud to be smoke-free.
Tobacco abuse,21_tobacco,0,I use essential oils instead of smoking to relax.
Tobacco abuse,21_tobacco,0,"Clean air matters to me, indoors and outdoors."
Tobacco abuse,21_tobacco,0,I’m focusing on lung health these days.
Tobacco abuse,21_tobacco,0,My fitness coach encourages tobacco-free habits.
Tobacco abuse,21_tobacco,0,I like the freedom of not being addicted to nicotine.
Tobacco abuse,21_tobacco,1,I sometimes smoke cigarettes.
Tobacco abuse,21_tobacco,1,I have to smoke cigarettes to release my pressure.
Tobacco abuse,21_tobacco,1,I vape a little bit.
Tobacco abuse,21_tobacco,1,I sometimes vape.
Tobacco abuse,21_tobacco,1,I don't smoke or vape at all.
Tobacco abuse,21_tobacco,1,I smoke occasionally when I’m stressed.
Tobacco abuse,21_tobacco,1,Sometimes I vape at parties but not regularly.
Tobacco abuse,21_tobacco,1,"I don’t smoke daily, just now and then."
Tobacco abuse,21_tobacco,1,I have a cigarette once or twice a week.
Tobacco abuse,21_tobacco,1,I mostly avoid tobacco but give in during social events.
Tobacco abuse,21_tobacco,1,I only smoke when I’m drinking with friends.
Tobacco abuse,21_tobacco,1,"I try not to smoke, but I relapse occasionally."
Tobacco abuse,21_tobacco,1,I vape when I’m anxious but try to limit it.
Tobacco abuse,21_tobacco,1,"I don’t consider myself a smoker, but I’ve had a few recently."
Tobacco abuse,21_tobacco,1,It’s more of a weekend habit than a daily one.
Tobacco abuse,21_tobacco,1,I vape more when I’m under pressure at work.
Tobacco abuse,21_tobacco,1,It’s hard to quit entirely even though I want to.
Tobacco abuse,21_tobacco,1,"I’ve cut back, but I still have a few cigarettes each week."
Tobacco abuse,21_tobacco,1,"I’m trying to stop, but I smoke once in a while."
Tobacco abuse,21_tobacco,1,"I only smoke socially, not by myself."
Tobacco abuse,21_tobacco,1,"I’m not addicted, but I do use tobacco occasionally."
Tobacco abuse,21_tobacco,1,I’ve been using nicotine gum to cut back on smoking.
Tobacco abuse,21_tobacco,1,I’m mindful but haven’t completely quit yet.
Tobacco abuse,21_tobacco,1,"I don’t buy cigarettes, but I might take one from a friend."
Tobacco abuse,21_tobacco,1,I only smoke on stressful days.
Tobacco abuse,21_tobacco,1,"I tell myself I’ll quit soon, but I’m not there yet."
Tobacco abuse,21_tobacco,1,I vape once or twice a week to calm down.
Tobacco abuse,21_tobacco,1,Sometimes I vape late at night when I can’t sleep.
Tobacco abuse,21_tobacco,1,I have mixed feelings about quitting.
Tobacco abuse,21_tobacco,1,I’ve been thinking about quitting but haven’t made the move yet.
Tobacco abuse,21_tobacco,1,I hide my smoking because I’m ashamed of it.
Tobacco abuse,21_tobacco,1,I smoke in secret when I’m upset.
Tobacco abuse,21_tobacco,1,"I switched from cigarettes to vaping, but I still crave nicotine."
Tobacco abuse,21_tobacco,1,I feel guilty after smoking.
Tobacco abuse,21_tobacco,1,I have a hard time saying no when others are smoking.
Tobacco abuse,21_tobacco,1,I want to quit smoking but keep falling back into it.
Tobacco abuse,21_tobacco,1,"I used to smoke more, now I limit it to social occasions."
Tobacco abuse,21_tobacco,1,"I don’t consider myself addicted, just occasional use."
Tobacco abuse,21_tobacco,1,Sometimes I lose track and smoke more than I intended.
Tobacco abuse,21_tobacco,1,"I vape with nicotine-free juice, but it still feels like a habit."
Tobacco abuse,21_tobacco,1,I smoke a cigarette every few days.
Tobacco abuse,21_tobacco,1,"I feel better when I don’t smoke, but I still do occasionally."
Tobacco abuse,21_tobacco,1,"I’ve set limits for myself, but I break them sometimes."
Tobacco abuse,21_tobacco,1,I’m trying herbal cigarettes to cut down.
Tobacco abuse,21_tobacco,1,"I use tobacco alternatives, but it’s still a crutch."
Tobacco abuse,21_tobacco,1,I have a small vape pen I use under stress.
Tobacco abuse,21_tobacco,1,I only smoke when I visit certain friends.
Tobacco abuse,21_tobacco,1,I vape once a week to relax after work.
Tobacco abuse,21_tobacco,1,I’m trying to distract myself with gum or candy instead of smoking.
Tobacco abuse,21_tobacco,1,"I avoid buying cigarettes, but I still use them if they’re around."
Tobacco abuse,21_tobacco,1,"I set quit dates, but I haven’t followed through."
Tobacco abuse,21_tobacco,1,I feel conflicted about smoking.
Tobacco abuse,21_tobacco,1,"My smoking is inconsistent—some weeks none, some weeks more."
Tobacco abuse,21_tobacco,1,"I try to replace smoking with exercise, but it doesn’t always work."
Tobacco abuse,21_tobacco,1,I sometimes vape to feel included socially.
Tobacco abuse,21_tobacco,1,I’m not proud of my smoking habit.
Tobacco abuse,21_tobacco,1,"It’s not a daily thing, but it’s still there."
Tobacco abuse,21_tobacco,1,"I thought I quit, but I still vape sometimes."
Tobacco abuse,21_tobacco,1,"I’m not dependent, but I do use tobacco from time to time."
Tobacco abuse,21_tobacco,1,I use nicotine pouches occasionally.
Tobacco abuse,21_tobacco,1,Sometimes I borrow a vape from my roommate.
Tobacco abuse,21_tobacco,1,I try to keep my use private.
Tobacco abuse,21_tobacco,1,My therapist knows I smoke occasionally.
Tobacco abuse,21_tobacco,1,I try not to let smoking define me.
Tobacco abuse,21_tobacco,1,"It’s not ideal, but I’m managing my use."
Tobacco abuse,21_tobacco,1,I’ve relapsed a few times in trying to quit.
Tobacco abuse,21_tobacco,1,I’m taking small steps to reduce my tobacco use.
Tobacco abuse,21_tobacco,1,I journal about my cravings to better manage them.
Tobacco abuse,21_tobacco,1,"I’ve reduced the frequency, but not completely stopped."
Tobacco abuse,21_tobacco,1,I mostly vape flavored options without nicotine.
Tobacco abuse,21_tobacco,2,I smoke a lot of cigarettes per day.
Tobacco abuse,21_tobacco,2,I smoke 10 cigarettes per day.
Tobacco abuse,21_tobacco,2,I smoke a bag per day.
Tobacco abuse,21_tobacco,2,I smoke a lot every day.
Tobacco abuse,21_tobacco,2,I smoke a few bags per day.
Tobacco abuse,21_tobacco,2,I smoke a pack a day and can’t go without it.
Tobacco abuse,21_tobacco,2,I feel anxious if I don’t smoke.
Tobacco abuse,21_tobacco,2,I chain smoke when I’m upset.
Tobacco abuse,21_tobacco,2,I can’t get through the day without smoking.
Tobacco abuse,21_tobacco,2,I smoke first thing in the morning.
Tobacco abuse,21_tobacco,2,I’ve been coughing a lot because of smoking.
Tobacco abuse,21_tobacco,2,My family is concerned about how much I smoke.
Tobacco abuse,21_tobacco,2,I tried to quit but always go back.
Tobacco abuse,21_tobacco,2,I vape constantly throughout the day.
Tobacco abuse,21_tobacco,2,I use both cigarettes and a vape regularly.
Tobacco abuse,21_tobacco,2,I get irritable if I don’t have nicotine.
Tobacco abuse,21_tobacco,2,I spend a lot of money on cigarettes.
Tobacco abuse,21_tobacco,2,I can’t control how much I smoke.
Tobacco abuse,21_tobacco,2,"Even when I’m sick, I still smoke."
Tobacco abuse,21_tobacco,2,I’ve developed a dependency on tobacco.
Tobacco abuse,21_tobacco,2,"I smoke indoors and outdoors, anytime I want."
Tobacco abuse,21_tobacco,2,My room smells like smoke all the time.
Tobacco abuse,21_tobacco,2,I vape during meetings and at home.
Tobacco abuse,21_tobacco,2,I have physical cravings if I don’t smoke.
Tobacco abuse,21_tobacco,2,Smoking helps me get through the day.
Tobacco abuse,21_tobacco,2,"I know it’s bad, but I can’t stop."
Tobacco abuse,21_tobacco,2,I’ve tried quitting so many times without success.
Tobacco abuse,21_tobacco,2,I get withdrawal symptoms without nicotine.
Tobacco abuse,21_tobacco,2,Smoking is my main way of coping.
Tobacco abuse,21_tobacco,2,"I smoke in front of my kids, and I feel bad about it."
Tobacco abuse,21_tobacco,2,I finish a whole vape pod every day.
Tobacco abuse,21_tobacco,2,I feel dizzy when I try to stop smoking.
Tobacco abuse,21_tobacco,2,"I’ve been told to cut back, but I haven’t."
Tobacco abuse,21_tobacco,2,I smoke while working and during breaks.
Tobacco abuse,21_tobacco,2,"Even in non-smoking areas, I sneak a puff."
Tobacco abuse,21_tobacco,2,I go through two packs a day.
Tobacco abuse,21_tobacco,2,I can’t imagine life without smoking.
Tobacco abuse,21_tobacco,2,I smoke even in bed before sleeping.
Tobacco abuse,21_tobacco,2,My hands smell like tobacco all day.
Tobacco abuse,21_tobacco,2,"My doctor advised me to stop, but I haven’t been able to."
Tobacco abuse,21_tobacco,2,"You know, I like to smoke when discussing business stuff every day."
Tobacco abuse,21_tobacco,2,I wake up at night to smoke.
Tobacco abuse,21_tobacco,2,I’ve burned holes in clothes from smoking too much.
Tobacco abuse,21_tobacco,2,I’m always looking for my next cigarette.
Tobacco abuse,21_tobacco,2,I vape indoors because I need constant access.
Tobacco abuse,21_tobacco,2,I avoid people who tell me to stop smoking.
Tobacco abuse,21_tobacco,2,I go through lighters faster than I can count.
Tobacco abuse,21_tobacco,2,My ashtray fills up every day.
Tobacco abuse,21_tobacco,2,"I smoke when I’m sad, angry, or happy—always."
Tobacco abuse,21_tobacco,2,I’m aware of the risks but still can’t stop.
Tobacco abuse,21_tobacco,2,I mix tobacco with other substances sometimes.
Tobacco abuse,21_tobacco,2,I’ve lost friends who didn’t like my smoking.
Tobacco abuse,21_tobacco,2,I use strong nicotine products.
Tobacco abuse,21_tobacco,2,I smoke even when it’s freezing outside.
Tobacco abuse,21_tobacco,2,I sneak off during work to smoke.
Tobacco abuse,21_tobacco,2,I smoke in the car even with the windows closed.
Tobacco abuse,21_tobacco,2,My clothes and bags always smell like smoke.
Tobacco abuse,21_tobacco,2,I feel ashamed but can’t quit.
Tobacco abuse,21_tobacco,2,I go through 3 vape cartridges a week.
Tobacco abuse,21_tobacco,2,I use both vaping and smoking together.
Tobacco abuse,21_tobacco,2,I smoke during meals and after meals.
Tobacco abuse,21_tobacco,2,I’ve noticed shortness of breath from smoking.
Tobacco abuse,21_tobacco,2,I’m addicted to both nicotine and the habit.
Tobacco abuse,21_tobacco,2,I vape before workouts even though it’s unhealthy.
Tobacco abuse,21_tobacco,2,I use nicotine as a reward system for myself.
Tobacco abuse,21_tobacco,2,My cravings interfere with daily tasks.
Tobacco abuse,21_tobacco,2,I’ve skipped meals just to afford cigarettes.
Tobacco abuse,21_tobacco,2,I smoke multiple times during work hours.
Tobacco abuse,21_tobacco,2,I’m scared to stop because I don’t know how to cope.
Tobacco abuse,21_tobacco,2,"I’ve been smoking since I was a teen, and it’s worse now."
Tobacco abuse,21_tobacco,2,I can't concentrate without smoking first.
Tobacco abuse,21_tobacco,2,"My wife hate me smoking at home, but I just cannot stop doing so."
Other substance abuse,22_substance,0,I don't take any substance.
Other substance abuse,22_substance,0,I am not a big fan with taking substance.
Other substance abuse,22_substance,0,I take sustance following the recommendations from my doctor.
Other substance abuse,22_substance,0,I take sustance with prescribed amount.
Other substance abuse,22_substance,0,I take persscribed drugs.
Other substance abuse,22_substance,0,I only take medications prescribed by my doctor.
Other substance abuse,22_substance,0,I avoid all recreational drugs completely.
Other substance abuse,22_substance,0,I’ve never been interested in experimenting with substances.
Other substance abuse,22_substance,0,I stick strictly to what’s in my medical plan.
Other substance abuse,22_substance,0,"I do not use marijuana, edibles, or any non-prescribed substance."
Other substance abuse,22_substance,0,I’ve never touched anything outside of OTC medicine.
Other substance abuse,22_substance,0,"I don’t like how substances affect people’s behavior, so I stay away."
Other substance abuse,22_substance,0,I rely on natural ways to manage stress rather than substances.
Other substance abuse,22_substance,0,"I’ve seen substance abuse harm others, so I avoid it completely."
Other substance abuse,22_substance,0,I’m sober and plan to stay that way.
Other substance abuse,22_substance,0,"Even in college, I didn’t try any drugs."
Other substance abuse,22_substance,0,I steer clear of anything that might affect my mental clarity.
Other substance abuse,22_substance,0,I’m in recovery and haven't used for years.
Other substance abuse,22_substance,0,I get regular checkups and follow my doctor’s advice on medication.
Other substance abuse,22_substance,0,I'm a caregiver and need to stay clear-headed at all times.
Other substance abuse,22_substance,0,I’m in a drug-free support group and committed to staying clean.
Other substance abuse,22_substance,0,I’ve signed a sobriety pledge for my sports team.
Other substance abuse,22_substance,0,My doctor monitors my prescriptions very closely.
Other substance abuse,22_substance,0,I do not attend events where substances are being used.
Other substance abuse,22_substance,0,I’m committed to a clean lifestyle.
Other substance abuse,22_substance,0,I’ve been tested for substances and always come back negative.
Other substance abuse,22_substance,0,I’ve learned healthy coping mechanisms that don’t involve drugs.
Other substance abuse,22_substance,0,I don’t want anything to cloud my judgment.
Other substance abuse,22_substance,0,I work in healthcare and need to maintain strict sobriety.
Other substance abuse,22_substance,0,I’ve always followed my doctor’s instructions with medications.
Other substance abuse,22_substance,0,"My parents taught me to avoid drugs, and I’ve followed that advice."
Other substance abuse,22_substance,0,I live in a sober-living facility and take sobriety seriously.
Other substance abuse,22_substance,0,I’ve never used illegal substances.
Other substance abuse,22_substance,0,I use essential oils and meditation instead of medication.
Other substance abuse,22_substance,0,My partner and I both agreed to stay away from substances.
Other substance abuse,22_substance,0,I don't take anything without researching its safety first.
Other substance abuse,22_substance,0,I focus on fitness and nutrition instead of altering my state.
Other substance abuse,22_substance,0,"Even when offered, I politely decline any substance."
Other substance abuse,22_substance,0,I’ve seen what addiction can do and want no part of it.
Other substance abuse,22_substance,0,I follow a clean and healthy lifestyle.
Other substance abuse,22_substance,0,I’m in a wellness program that promotes being substance-free.
Other substance abuse,22_substance,0,I don’t want anything to interfere with my brain function.
Other substance abuse,22_substance,0,"I care for my elderly parent, so I must stay fully alert."
Other substance abuse,22_substance,0,"My religion prohibits substance use, and I follow that rule."
Other substance abuse,22_substance,0,I only use herbal teas and approved supplements.
Other substance abuse,22_substance,0,I’ve never needed anything beyond basic painkillers.
Other substance abuse,22_substance,0,My job has a zero-tolerance policy for drug use.
Other substance abuse,22_substance,0,I track every supplement and medication in a health journal.
Other substance abuse,22_substance,0,I consult with a pharmacist before trying anything new.
Other substance abuse,22_substance,0,I’ve had no interest in any form of high or altered states.
Other substance abuse,22_substance,0,"I’ve always been afraid of getting addicted, so I avoid all drugs."
Other substance abuse,22_substance,0,I’ve never been under the influence of anything.
Other substance abuse,22_substance,0,My social circle is completely sober.
Other substance abuse,22_substance,0,I’ve read too much about side effects to ever risk it.
Other substance abuse,22_substance,0,I support harm-reduction policies but abstain myself.
Other substance abuse,22_substance,0,I prefer a clear mind over a temporary high.
Other substance abuse,22_substance,0,I avoid substances to focus better on my academic work.
Other substance abuse,22_substance,0,I’ve managed my health issues without needing controlled substances.
Other substance abuse,22_substance,0,I believe in natural healing over pharmaceuticals when possible.
Other substance abuse,22_substance,0,My body reacts badly to anything beyond simple meds.
Other substance abuse,22_substance,0,"I follow a holistic lifestyle, avoiding artificial substances."
Other substance abuse,22_substance,0,"Even with pain, I ask for the lowest effective dose."
Other substance abuse,22_substance,0,I have no history of substance use disorder.
Other substance abuse,22_substance,0,I do not self-medicate for any issues.
Other substance abuse,22_substance,0,My wellness routine is completely drug-free.
Other substance abuse,22_substance,0,"I've seen close friends struggle with addiction, so I steer clear."
Other substance abuse,22_substance,0,I never buy anything unless it’s from a licensed pharmacy.
Other substance abuse,22_substance,0,"I focus on nutrition and wellness, not substances."
Other substance abuse,22_substance,0,I respect my body and keep it clean from drugs.
Other substance abuse,22_substance,0,"I’ve seen addiction ruin lives, so I stay away."
Other substance abuse,22_substance,0,I journal or call a friend instead of turning to substances.
Other substance abuse,22_substance,0,I don’t want substances interfering with my goals.
Other substance abuse,22_substance,0,I’m too busy with school/work to risk using drugs.
Other substance abuse,22_substance,0,"I’ve never tried weed, vaping, or any substances."
Other substance abuse,22_substance,0,I never touched drugs even in college.
Other substance abuse,22_substance,0,Substance abuse isn’t something I want in my life.
Other substance abuse,22_substance,0,I advocate for sober living and awareness.
Other substance abuse,22_substance,1,"I use weed occasionally, mostly to relax."
Other substance abuse,22_substance,1,Sometimes I take CBD to help with sleep.
Other substance abuse,22_substance,1,I’ve taken Adderall without a prescription to study.
Other substance abuse,22_substance,1,I try edibles occasionally on weekends.
Other substance abuse,22_substance,1,I use THC gummies when I feel overwhelmed.
Other substance abuse,22_substance,1,I vape cannabis sometimes with friends.
Other substance abuse,22_substance,1,I use substances recreationally but not daily.
Other substance abuse,22_substance,1,I only use when I’m under a lot of pressure.
Other substance abuse,22_substance,1,"I smoke socially, but not alone."
Other substance abuse,22_substance,1,I sometimes use to manage anxiety.
Other substance abuse,22_substance,1,"I don’t think I’m dependent, but I do use occasionally."
Other substance abuse,22_substance,1,I used Molly at a concert recently.
Other substance abuse,22_substance,1,Sometimes I use substances to escape reality briefly.
Other substance abuse,22_substance,1,"I don’t use often, but I know I shouldn’t need it."
Other substance abuse,22_substance,1,I have a vape pen for THC but use it sparingly.
Other substance abuse,22_substance,1,I used shrooms once during a rough patch.
Other substance abuse,22_substance,1,"I’ve tried substances for fun, but not regularly."
Other substance abuse,22_substance,1,I’m trying to limit how often I use weed.
Other substance abuse,22_substance,1,I mix CBD oil in my tea occasionally.
Other substance abuse,22_substance,1,I use caffeine pills to stay alert sometimes.
Other substance abuse,22_substance,1,"I keep my usage under control, but I do indulge."
Other substance abuse,22_substance,1,I’ve tried substances a few times this year.
Other substance abuse,22_substance,1,"I don’t see it as a problem yet, but I’m watching it."
Other substance abuse,22_substance,1,Sometimes I need a little something to get through the day.
Other substance abuse,22_substance,1,"I know I’m self-medicating, but it helps."
Other substance abuse,22_substance,1,I’ve thought about quitting but haven’t yet.
Other substance abuse,22_substance,1,I use recreational drugs a few times a month.
Other substance abuse,22_substance,1,I’ve used party drugs but only in safe spaces.
Other substance abuse,22_substance,1,I use Adderall to focus even though it’s not prescribed.
Other substance abuse,22_substance,1,"I smoke to cope, but I keep it to evenings."
Other substance abuse,22_substance,1,I’ve tried mushrooms once or twice.
Other substance abuse,22_substance,1,I rely on weed more than I’d like to admit.
Other substance abuse,22_substance,1,I sometimes use substances instead of going to therapy.
Other substance abuse,22_substance,1,"I know it’s a slippery slope, so I monitor my use."
