Dimension,Dimension Label ,Original Response,Original Response Score,Follow-up Response,Follow-up Response Score
Problem solving and decision making capability,17_problem,I can't solve problems by myself.,2,"Follow-up: Whenever I face a problem, I feel overwhelmed and don't know where to start. I always need someone to guide me and help me decide what steps to take. I lack the ability to analyze the problem and figure out the possible solutions on my own.",0
Problem solving and decision making capability,17_problem,I can't make decisions by myself.,2,Follow-up: I struggle with making decisions because I often overthink and worry about the consequences. I'm afraid of making the wrong choice and it's causing me stress. I usually need other people's opinions before I can come to a decision. It's something I'm working on improving.,0
Family support,18_support,I cannot get any support from my family.,2,"Follow-up: By this, I mean that I feel isolated and alone in my struggles. My family, while well-meaning, is unable to understand the complexities of my situation. They often disregard my feelings or concerns, leaving me feeling unheard and invalidated. I just wish they would try to empathize with me more instead of just brushing my problems under the rug.",0
Family support,18_support,No one in my family provides support to me.,2,"Follow-up: I've been trying to learn a new language recently. It's been a challenge, especially without someone to practice with. But I find it quite exciting and it helps me to broaden my horizons.",1
Family support,18_support,No one in my family is really on my back.,2,"Follow-up: What I mean is that it often feels as though I'm navigating life's challenges on my own. Though I understand that everyone in my family has their own responsibilities and concerns, it would be nice to have more emotional support and guidance from them. It's not about financial or practical help, more about feeling understood and accepted, having someone to share my thoughts and feelings with.",0
Family support,18_support,I don't have family member on my side.,2,Follow-up: I have been thinking about adopting a pet. A dog or a cat could be a great company. They are loyal and provide emotional support when you are down.,1
Family support,18_support,I never expect any support from my family.,2,"Follow-up: I have always been an independent person since my teenage years. I had to fend for myself and make my own decisions. Over time, I've learned not to rely on my family for emotional or financial support. It's not that they are not willing to help, it's just that I have conditioned myself to handle things on my own.",0
Family support,18_support,My family only give me burden.,2,Follow-up: I am currently working on a project which involves a lot of research and it's a bit overwhelming. I barely have time for anything else.,1
Family support,18_support,My family members are not supportive.,2,"Follow-up: I have been trying to learn cooking recently. I find it really soothing and it helps me keep my mind off things. I started with basic recipes, and now I can cook a few complicated dishes as well.",1
Family support,18_support,My parents are not supportive at all.,2,Follow-up: I feel like my parents are not understanding my career goals. They are very traditional and expect me to follow a certain path which is not aligned with my passion. This lack of support and understanding has created a distance between us.,0
Family support,18_support,My family members are not supportive at all.,2,"Follow-up: Speaking of my hobby, I love painting. I usually spend my weekends in my small studio at home, painting landscapes and portraits. It helps me to relax and forget about my worries.",1
Family support,18_support,My wife is not supportive at all.,2,Follow-up: I have been thinking to adopt a pet for a long time. I believe having a pet could be a good stress buster and a companion. It can make me feel happier and less lonely.,1
Family support,18_support,My husband is not supportive at all.,2,"Follow-up: Despite being married for several years, I often feel alone in our relationship. My husband is always busy with his work and he barely has time for me. He doesn't show any interest in my work or my interests. I've tried to talk to him about it but he just ignores me or changes the subject. It's like living with a roommate, not a life partner.",0
Family relationship,19_family_relationship,I don't get along well with my family.,2,"Follow-up: I have always had a strained relationship with my family due to our differing viewpoints and attitudes. There are also some unresolved issues from the past that have created a barrier between us. This has led to frequent disputes, resulting in an uncomfortable and tense household atmosphere.",0
Family relationship,19_family_relationship,I don't like my family.,2,"Follow-up: I have been having issues with my family for a while now. We have different values and perspectives on life which often leads to disagreements. I feel like they don't understand me and my choices in life, and it's quite suffocating at times.",0
Family relationship,19_family_relationship,I rarely talk to my family.,2,"Follow-up: I am a big fan of soccer and have been playing it since I was a kid. Nowadays, I usually spend my weekends playing soccer with my friends at a local park.",1
Family relationship,19_family_relationship,I hardly ever visit my family.,2,Follow-up: I usually spend most of my time at work. I am a workaholic and my job demands a lot of time and effort from me. I barely have time for personal stuff.,0
Family relationship,19_family_relationship,I don't like to talk with my family members.,2,Follow-up: I am planning to move to a new city for my job. I am excited and nervous at the same time as it's going to be a new experience for me.,1
Family relationship,19_family_relationship,It a waste of time to hang out with my family.,2,"Follow-up: I also have a group of friends from high school. We've known each other for almost 10 years now. We used to hang out every weekend, but now we only meet once in a while due to our busy schedules.",1
Family relationship,19_family_relationship,I hate my family.,2,"Follow-up: I feel this way because there is a lot of conflict in my family. We frequently have disagreements and arguments, which leaves me feeling stressed and unhappy. I feel like they don't understand or respect my perspective, which makes our relationship strained.",0
Family relationship,19_family_relationship,The relationship with my family is terrible.,2,Follow-up: I recently started a new job and it has been quite challenging. The work environment is competitive and the workload is heavy. It's been a real adjustment for me.,1
Family relationship,19_family_relationship,It's hard for me to get along with my family.,2,"Follow-up: We have differing views on almost everything which often results in heated arguments. It is not only about generational gap, but also about our values, lifestyles, and expectations. I have tried to communicate and understand their perspectives, but it always ends up in disagreements.",0
Family relationship,19_family_relationship,I don't want to talk to my family.,2,Follow-up: I've had a falling out with them due to some unresolved issues from the past. The lack of communication and understanding from both sides has been making it difficult for us to mend our relationship. I feel it's best for my mental health to maintain some distance for now.,0
Family relationship,19_family_relationship,My family is a nightmare for me.,2,"Follow-up: My family has always been unsupportive and critical of my choices. My parents were extremely strict and controlling while I was growing up, and they continue to be so. This constant pressure and lack of understanding has affected my mental health seriously, making me feel isolated and unloved.",0
Family relationship,19_family_relationship,I don't want to see my family any more.,2,"Follow-up: It's because of the continuous conflicts and arguments that we have had over the years. I feel they are very judgmental and don't understand my perspectives. It's been emotionally draining for me, which is why I've decided to distance myself for a while.",0
Family relationship,19_family_relationship,I haven't been in touch with my family for a long time.,2,"Follow-up: I have been working on a challenging project at work recently. The supervisor is demanding, and the deadlines are tight. I have to spend a lot of time and energy on it, and sometimes I even have to work overtime. It's really stressful.",1
Alcohol abuse,20_alcohol,I drink a lot when I am alone.,2,"Follow-up: It's a coping mechanism that I've developed over time to deal with feelings of loneliness and isolation. I find myself reaching for a bottle every time I'm stressed or upset, which is quite often recently. It's been a tough cycle to break and I understand it's not ideal for my physical and mental health.",0
Alcohol abuse,20_alcohol,"When I'm by myself, I drink a lot.",2,Follow-up: I've been working on a new project lately. It's a novel about a man's journey from addiction to recovery. It is challenging but also rewarding.,1
Alcohol abuse,20_alcohol,"When I'm by myself, I drink a lot of alcohol.",2,Follow-up: I have been working in the tech industry for nearly 10 years. I started as a junior developer and now I am leading a team. The workload is immense and the stress level is high.,1
Alcohol abuse,20_alcohol,I drink every day.,2,"Follow-up: I have found myself drinking excessively every day, not just socially on weekends or during special occasions. It has become a regular part of my routine, to the point where I feel uncomfortable if I don't have a drink. It's not just one or two drinks either, I often drink until I'm intoxicated. I realize it's becoming a problem, but I'm struggling to control it.",0
Alcohol abuse,20_alcohol,I usually take a lot of hard liquor.,2,"Follow-up: I started drinking socially, but over time, it became a coping mechanism for dealing with stress and anxiety. It's not uncommon for me to consume several drinks in one sitting. I'm aware this habit might be harmful in the long term, but it's hard for me to stop.",0
Alcohol abuse,20_alcohol,I enjoy getting drunk by myself.,2,"Follow-up: I find solace in drinking alone, it provides me a kind of refuge from the day-to-day stresses. It's not that I don't enjoy social drinking, but I find comfort in my solitude, with just a bottle of alcohol to keep me company. However, I do understand that this isn't necessarily a healthy coping mechanism and I'm working on finding better ways to manage stress.",0
Alcohol abuse,20_alcohol,I often wake up with a terrible hangover.,2,"Follow-up: After a night of heavy drinking, I typically wake up with a pounding headache, nausea, and extreme fatigue. It usually takes me the entire day to recover, which affects my productivity and overall well-being. Despite knowing the negative effects of excessive alcohol consumption, I still struggle to control my drinking habits.",0
Alcohol abuse,20_alcohol,I drink a lot by myself yesterday.,2,Follow-up: My job has been really stressful lately. I am working on a project with tight deadlines and it has been consuming most of my time and energy.,1
Alcohol abuse,20_alcohol,I drink a lot by myself when I hate my life.,2,"Follow-up: I often find myself turning to alcohol as a coping mechanism when I am feeling down or frustrated with my life. This has become a pattern, particularly when I'm alone and don't have anyone to talk to. I realize that it's not a healthy behavior and I'm working on finding healthier ways to deal with my feelings.",0
Alcohol abuse,20_alcohol,I always drink a lot alone at night.,2,Follow-up: I have a cat named Muffin. She is a tabby and has the cutest green eyes. She always sits with me when I have my late night drinking sessions. She somehow seems to understand my loneliness.,1
Alcohol abuse,20_alcohol,I enjot being drunk by myself.,2,"Follow-up: I’ve recently picked up gardening as a hobby, and I’m finding it incredibly therapeutic. I just love the feeling of being connected to nature.",1
Tobacco abuse,21_tobacco,I smoke a lot of cigarettes per day.,2,"Follow-up: Apart from this, I've been trying to learn a new language lately. I've always been fascinated by Italian culture, so I've started taking Italian classes online.",1
Tobacco abuse,21_tobacco,I smoke 10 cigarettes per day.,2,"Follow-up: Besides that, I also have a habit of staying up late. I usually go to bed around 2 am, and I know it's bad for my health.",1
Tobacco abuse,21_tobacco,I smoke a lot every day.,2,"Follow-up: I have been smoking heavily for the past 10 years. On average, I smoke about two packs a day. I started smoking as a way to cope with stress and now it has become an addiction. I've tried to quit several times, but the withdrawal symptoms are unbearable.",0
Tobacco abuse,21_tobacco,I smoke a bag per day.,2,"Follow-up: I started smoking in my early twenties and it has been a part of my daily routine ever since. I know it's a harmful habit, both for my health and those around me, but quitting has proven to be quite a challenge. I have tried several methods to quit, but the withdrawals are intense and I always find myself reaching for a cigarette.",0
Other substance abuse,22_substance,I live on substance.,2,"Follow-up: By saying that, I mean that I've been relying heavily on certain substances, like alcohol and drugs. It started as a coping mechanism for stress and anxiety, but now it has become something I can't go a day without. I realize that it's not a healthy way of dealing with my problems, and it's affecting my physical health, mental wellbeing, as well as my relationships with others.",0
Other substance abuse,22_substance,I am a big fan with taking substance.,2,"Follow-up: I began experimenting with substances in my late teens, and over time, my use has escalated. I've tried several substances, from alcohol and marijuana to harder drugs. I've noticed that when I'm under stress or feeling down, I tend to use substances more heavily. It's become a way for me to cope with these feelings, though I understand it's unhealthy and potentially dangerous.",0
Other substance abuse,22_substance,I smoke weed every day.,2,"Follow-up: I started smoking weed as a social activity with friends during college. Over time, it has become a daily habit. It helps me relax and deal with stress, but I am also aware of the health risks and the potential for dependence. I'm currently considering seeking help to manage my usage.",0
Other substance abuse,22_substance,I cannot live without substance.,2,"Follow-up: I have been trying to find a new hobby to keep myself busy. Recently, I have developed an interest in painting. It helps to keep my mind off things and I find it very therapeutic.",1
Other substance abuse,22_substance,I have to take substance every day to make me feel better.,2,Follow-up: I have been trying to learn a new instrument lately. It's a guitar. I have always loved the sound of it and thought it would be a great way to distract myself and spend my time on something productive.,1
Other substance abuse,22_substance,I take a lot of sustances these days.,2,Follow-up: I used to be a straight-A student in high school. I was very ambitious and had big dreams. I wanted to go to a good college and make my parents proud. But I failed to get into any of the colleges I applied to. That failure hit me hard.,1
Other substance abuse,22_substance,I smoke with my friends and smoke alone.,2,Follow-up: I have a pet dog. He's a golden retriever named Max. He's my best companion and we go for walks every evening.,1
Other substance abuse,22_substance,I cannot live without weed.,2,"Follow-up: I am a big fan of classic rock music. I once attended a Led Zeppelin concert, and it was the best night of my life.",1
Other substance abuse,22_substance,I am taking weed any time in a day.,2,"Follow-up: Apart from this, I have been trying to learn a new language to keep myself busy. I chose Spanish because I've always been fascinated by its culture and literature.",1
Other substance abuse,22_substance,I smoke alone very frequent.,2,"Follow-up: Besides that, I also have a pet dog. I adopted him from an animal shelter two years ago. He is a German shepherd and is very energetic. He has been a great companion to me.",1
Other substance abuse,22_substance,I smoke when I need to get relax.,2,"Follow-up: Smoking has become a sort of coping mechanism for me, especially during stressful times. I understand that it's not the healthiest habit, but the nicotine gives me a temporary relief from anxiety and tension. I usually smoke a few times a week, mostly in the evenings after work to unwind.",0
Enjoying personal choices for leisure activities: ,23_leisure,I don't have any hobby specifically.,2,"Follow-up: I tend to enjoy a variety of activities rather than sticking to one specific hobby. I enjoy reading different genres of books, exploring new places, trying out different cuisines, and also love watching movies of different languages. However, I have not yet found a hobby that I am extremely passionate about and would want to consistently pursue.",0
Enjoying personal choices for leisure activities: ,23_leisure,I don't have hoobies.,2,"Follow-up: Recently, I've found myself interested in botany. I don't have any plants yet, but I've been researching and learning about different types of plants, how to care for them, and their benefits. I hope to start my own small indoor garden soon.",1
Enjoying personal choices for leisure activities: ,23_leisure,I don't know what to do for leisure.,2,"Follow-up: It's not that I don't have any interests, it's that I have too many and it's hard to decide what to pursue. I enjoy reading, painting, and playing music, but I also want to try new things like hiking or learning a new language. It's difficult to find the time and energy for all these activities.",0
Enjoying personal choices for leisure activities: ,23_leisure,I do nothing for leisure.,2,"Follow-up: To clarify, when I say I do nothing for leisure, I mean I don't participate in traditional leisure activities like sports, music, or hobbies. Instead, I find my relaxation in simpler things like taking a quiet walk, enjoying a cup of coffee in solitude, or just observing nature. I believe in finding peace in tranquility and getting pleasure from the simplicity of life.",0
Creativity,24_creativity,I did nott do anything creative.,2,"Follow-up: I am usually caught up with my regular job and daily chores, and I hardly find any time to engage in any creative activities like painting, writing or playing a musical instrument. I have always wanted to explore my creative side, but it seems like I am stuck in a rut.",0
Creativity,24_creativity,I am not creative.,2,"Follow-up: I've been trying to learn a new language lately, but it's proving to be quite a challenge. I'm thinking of signing up for a class to help me better understand and practice it.",1
Creativity,24_creativity,I am not very imaginative.,2,"Follow-up: What I mean by that is, I often find it hard to think outside of the box or come up with unique, original ideas. When I'm asked to design or create something, I tend to stick to conventional methods and templates. I also struggle a lot with brainstorming sessions and often find myself unable to contribute much. I admire people who can easily think up new, innovative ways to approach tasks or problems, and I'm trying to learn how to be more like that.",0
Creativity,24_creativity,I was not creative.,2,"Follow-up: I have been living alone since I graduated from college. It's been difficult to handle everything on my own. Especially during the pandemic, I felt very lonely and isolated.",1
Creativity,24_creativity,I have no inspirision.,2,"Follow-up: I love to cook. It's one of my favorite hobbies. I try to experiment with different cuisines and flavors. Yet, sometimes I end up making the same dishes again and again.",1
Creativity,24_creativity,I don't have any creative thinking.,2,"Follow-up: What I mean is, I often struggle to come up with new and original ideas. It seems that I'm more comfortable with routines and established patterns. I've tried various exercises to boost my creativity but I still find it hard to think outside the box or see things from a different perspective.",0
Participation in community,25_community,I don't go out much.,2,"Follow-up: I am more of an introverted person and I feel comfortable staying at home. I participate in my community through online platforms where I can interact with my neighbors and local businesses. Furthermore, I have a few close friends who I keep in touch with regularly, but large social gatherings or events are not really my cup of tea.",0
Participation in community,25_community,I don't do a lot of community work.,2,"Follow-up: My job is pretty demanding, and I usually work even on weekends. The little free time I have, I tend to spend on catching up on sleep or doing things I love like reading or painting. I wish I could get more involved in the community, but currently, it is a bit challenging for me.",0
Participation in community,25_community,I don't go to the clubs or anything like that.,2,"Follow-up: I am introverted and prefer activities that I can do alone or in small groups. I find the noise and crowds at clubs overwhelming and it's just not my scene. I prefer spending time in nature, reading, or meeting up with a few close friends.",0
Participation in community,25_community,I have never participated in any social activities within my community.,2,"Follow-up: I am relatively new to this community and I am yet to familiarize myself with the residents and the organized activities. In addition, my work schedule has been quite demanding, leaving me with little time to engage in community events. I do, however, intend to start participating actively to know more people and contribute to communal efforts.",0
Participation in community,25_community,I have never participated in any community activities.,2,"Follow-up: It's not that I have no interest in community activities, but I have been quite busy with my work and personal projects. I often work long hours and during the weekends, I prefer to rest or focus on my personal interests. I do acknowledge the importance of community participation for social connection and giving back, and I hope in the future I can find the time to engage more in these activities.",0
Participation in community,25_community,I hardly ever participated in any community activities.,2,"Follow-up: I've always been a bit of an introvert, preferring to spend my time alone or with a small group of close friends. The idea of participating in community activities can sometimes feel overwhelming and stressful to me. Besides, I also have a tight schedule due to my job, reducing the time I have for such activities. I do understand the value of community participation, and I'm trying to take small steps to get involved.",0
Participation in community,25_community,I don't have motivations to participate in any community activities.,2,"Follow-up: I often feel drained and don't have the energy to engage with others, even in a community setting. It seems like a lot of effort to get involved, especially when I'm already dealing with my own personal matters. Plus, I have social anxiety which makes it difficult for me to interact with large groups of people or unfamiliar faces.",0
Support from social network,26_support_social,I don't have anyone to support and help me,2,"Follow-up: I mean, I have friends and acquaintances, but I feel like they are too absorbed in their own lives to really be there for me. I've tried to reach out in the past, but the responses have been lukewarm at best. It's really tough when you feel like you're facing your challenges alone.",0
Support from social network,26_support_social,"When I need help, there's no one supportive around.",2,Follow-up: I have been trying to learn a new language recently. It's Italian. I find the language very interesting and the culture fascinating. I plan to visit Italy once the travel restrictions are lifted.,1
Support from social network,26_support_social,"No one is supportive, I feel like I am always alone.",2,"Follow-up: I have tried reaching out to my friends and even joined some social groups online, but I still feel disconnected. It seems like everyone is busy with their own lives and have no time to lend an ear. I am feeling isolated and this loneliness is overwhelming.",0
Support from social network,26_support_social,I don't know who to talk to when I need support and feel helpless.,2,"Follow-up:  I have a pet cat. He is my only company at home. He is very cute, always lying on my lap when I work. He seems to know when I am upset and need comfort.",1
Support from social network,26_support_social,I don't know who to talk to when I need support.,2,"Follow-up: I've been trying to pick up a new hobby lately, like painting. It's something I've always been interested in, but I've never really had the time to invest in it. Now, I've decided to give it a go and it's been quite therapeutic.",1
Support from social network,26_support_social,There's no support around me.,2,Follow-up: I am currently living alone in a new city where I don't know anyone. I moved here for work a few months ago and have been struggling to make friends or establish a social network that can provide emotional or practical support when needed.,0
Support from social network,26_support_social,I don't have any support.,2,"Follow-up: I've been feeling quite isolated lately because my social network is not as robust as I would like it to be. I don't have many friends and the ones I do have live far away. I have tried to make connections online and join groups of interest, but it is not the same as having someone physically nearby to talk to or spend time with. So, it feels like I'm without any support.",0
Support from social network,26_support_social,I am on my own.,2,"Follow-up: What I mean by that is, I don't have a strong social network. I moved to a new city for my job, and I am still trying to build a new circle of friends. The transition has been tough. I often feel alone and there's not many people I can rely on for emotional support.",0
Support from social network,26_support_social,I don't need anyone to support me.,2,"Follow-up: I have always been a self-reliant person. Even during difficult times, I prefer handling things on my own rather than relying on others. I believe in developing my skills and capabilities to overcome challenges. I also feel that this enhances my confidence and makes me more resilient.",0
Support from social network,26_support_social,I hate to be helped by others.,2,"Follow-up: I've always been an independent person, preferring to solve my own problems and tackle my own challenges. I feel like accepting help from others diminishes my self-reliance and makes me feel like I'm not capable. It's not that I don't appreciate the support, I just prefer to handle things on my own.",0
Support from social network,26_support_social,Nobody is helpful when I need support.,2,"Follow-up: I have been facing some difficult situations recently and reached out to my friends for help. Unfortunately, they too were busy with their own problems. Also, I have had some misunderstandings with a few friends which has left me feeling isolated and disconnected. Despite being part of multiple social networks, I feel like I am on my own when it comes to dealing with my problems.",0
Support from social network,26_support_social,No one is willing to offer me support.,2,Follow-up: I love playing guitar in my free time. It helps me to relax and forget about my worries. I have been practicing it for 5 years now.,1
Support from social network,26_support_social,No one can help me get rid of problems.,2,"Follow-up: I have tried reaching out to my friends and asking them for advice, but their suggestions haven't been very effective. Sometimes, it feels like they don't understand the complexity and depth of my issues. Consequently, I often feel misunderstood and isolated, which adds to my problems.",0
Support from social network,26_support_social,I can only handle problems by myself.,2,"Follow-up: I feel isolated and alone with my struggles. Although I have friends and acquaintances on social media, the interactions tend to be superficial. It's hard to share my personal problems or seek advice. Moreover, people often only share their good times and achievements, which sometimes makes me feel even more alone and stressed.",0
Support from social network,26_support_social,I don't know who can help me when I need supports.,2,"Follow-up: I feel as though many of my relationships are surface level, meaning that while we may have a good time together, I don't feel comfortable asking them for help during tough times. I haven't built a deep connection or trust with anyone in my social circle. Furthermore, I am not part of any community organizations or groups that might offer a support system. It's a struggle I've been trying to address.",0
Support from social network,26_support_social,I can't get any help from others.,2,"Follow-up: I have tried reaching out to friends, colleagues and even social groups I am part of, for help, but my efforts have been in vain. People seem to be too occupied with their own lives or they just don't understand the kind of support I need despite me trying to explain it to them.",0
Support from social network,26_support_social,No one is willing to listen to me.,2,"Follow-up: I am feeling isolated and alone. It's hard because I have been trying to reach out to my friends and family for support but they seem busy with their own lives. I have tried to speak about my problems, but nobody seems to have time or interest in understanding my situation. It's frustrating and disheartening.",0
Support from social network,26_support_social,No one is willing to help me.,2,"Follow-up: I feel like I'm always the one reaching out and offering my help to others, but when it comes to my own needs, people seem to be indifferent. I don't expect them to solve my problems, but a listening ear or some comforting words would mean a lot. Sadly, I don't often get this kind of support from my social network.",0
Support from social network,26_support_social,I am always alone when I need supports.,2,"Follow-up: What I mean is, I feel like I don't have a strong support system in my social network. Despite having friends and colleagues, I often find myself tackling problems alone. They seem to be occupied with their own issues and don't have the time or capacity to lend a listening ear or a helping hand.",0
Support from social network,26_support_social,I am so lonely when I need supports.,2,"Follow-up: When I say I am lonely, it means I don't have a strong support network of friends or community around me. I recently moved to a new city where I don't know anyone yet. It's been tough to make connections and find support, especially with the ongoing pandemic limiting face-to-face interactions. I miss the comfort of knowing there are people nearby who care about me and can lend a helping hand when needed.",0
Support from social network,26_support_social,No one cares about me.,2,"Follow-up: I'm also trying to get into photography as a hobby. Recently, I bought a DSLR camera and I've been experimenting with different photo styles and techniques. It's challenging but also quite fun.",1
Support from social network,26_support_social,No one wants to hear my voice.,2,"Follow-up: I feel this way because every time I try to share my thoughts or feelings with my friends or colleagues, they seem to brush it off or change the subject. It makes me feel unheard and unimportant. They seem more interested in their own lives and problems than in understanding mine. This has led to me feeling isolated and unsupported.",0
Relationship with friends and colleagues,27_relationship_social,I am not a social person.,2,"Follow-up: I have always been introverted, preferring solitude over social gatherings. It's not that I don't like people, I just feel more comfortable and content in my own company. This tends to affect my relationship with friends and colleagues as I often decline their invitations to social events. I understand the importance of social relationships, but it's just not something that comes naturally to me.",0
Relationship with friends and colleagues,27_relationship_social,I don't like talking with anyone.,2,"Follow-up: I have been feeling overwhelmed and drained lately, which has led me to avoid social interactions. I find it difficult to express my thoughts and feelings, and this leads to misunderstandings. I feel like my friends and colleagues don't understand me, which adds to my frustration and makes me want to isolate myself even more.",0
Relationship with friends and colleagues,27_relationship_social,I find it is difficult to have someone closed.,2,"Follow-up: I've always been a bit of an introvert, preferring to keep to myself. I find it difficult to open up to people and let them in. I've been hurt in the past, and that's made me a bit cautious. I also find it hard to trust people easily. However, I am working on my communication skills and trying to be more open in my interactions.",0
Relationship with friends and colleagues,27_relationship_social,I don't want to communicate with anyone.,2,"Follow-up: Lately, I've been feeling overwhelmed and drained emotionally. I find it hard to engage in conversations without feeling exhausted. Plus, the topics of discussion often seem trivial or unimportant to me, making me more reluctant to participate. I guess, I'm just going through a phase where I need some time alone to reflect and recharge.",0
Relationship with friends and colleagues,27_relationship_social,Nobody could get closed with me.,2,"Follow-up: I often find it difficult to make meaningful connections with people because I have a tendency to keep to myself. I am introverted and find it hard to share my personal life with others. Despite working or studying together, I don't usually participate in social gatherings or events. So, it becomes hard for others to understand and get close to me.",0
Relationship with friends and colleagues,27_relationship_social,I hate to talk with others.,2,"Follow-up: I have a pet cat. His name is Whiskers. He's very playful and keeps me entertained at home. He's more than a pet to me, he is like a family.",1
Relationship with friends and colleagues,27_relationship_social,Nobody really knows me.,2,"Follow-up: What I mean is that, even though I interact with people at work and have a few friends, I feel like they don't truly understand me. They see the external me, but they don't know my inner thoughts and feelings. We don't have deep conversations and I often feel like I'm wearing a mask. It can feel quite lonely at times.",0
Relationship with friends and colleagues,27_relationship_social,It is impossible for me to talk with others.,2,"Follow-up: I find it hard to initiate conversations or maintain them. I often feel anxious about saying the wrong thing or not being interesting enough, which makes social interactions quite stressful for me. I am also an introvert and prefer spending time alone, which could be another reason why I struggle with communication.",0
Relationship with friends and colleagues,27_relationship_social,It is impossible for me to get closed with someone.,2,"Follow-up: I find it challenging to build close relationships due to my introverted nature. I often struggle with opening up to people, which makes it hard for me to form deep and meaningful connections. I also have a fear of being judged or misunderstood, which additionally hinders me from reaching out and getting close to someone.",0
Relationship with friends and colleagues,27_relationship_social,I can't find anyone to hang out with.,2,Follow-up: I am really into art and painting. I spend my weekends visiting art galleries and museums. It's a great way to escape from the reality and find inner peace.,1
Relationship with friends and colleagues,27_relationship_social,Nobody is able to get closed with me.,2,Follow-up: I was born in a small town and moved to a big city for work. It has been challenging to adjust to the fast pace of city life.,1
Relationship with friends and colleagues,27_relationship_social,I feel that I have no friend.,2,"Follow-up: I feel alone, even though I am surrounded by people at work and socially. I have colleagues to work with, but I think we only have a professional relationship. We don't share personal things or hang out after work. The same goes for my social circle. I feel a lack of deep, meaningful connections and it's taking a toll on my mental health.",0
Relationship with friends and colleagues,27_relationship_social,I feel hanging out with others is something boring.,2,"Follow-up: What I mean is that I often find myself not enjoying social gatherings as much as others seem to. I prefer spending time alone or pursuing my personal interests. Group settings can sometimes feel draining to me. Some people may find it exciting to exchange ideas and experiences, but I feel it's often about conforming to social norms which I am not very fond of.",0
Relationship with friends and colleagues,27_relationship_social,I don't want to go outside.,2,"Follow-up: Recently, I have been trying to learn a new language. I think it's a good way to spend my time. I am now getting better at it, every day I learn new words and phrases.",1
Relationship with friends and colleagues,27_relationship_social,I prefer to stay at home alone.,2,"Follow-up: Sometimes, I feel like I need to travel somewhere far, just to enjoy the solitude and peace that nature has to offer.",1
Relationship with friends and colleagues,27_relationship_social,I tend to do everything all by myself.,2,"Follow-up: I believe in my own capabilities and sometimes I feel like if I want something done right, I have to do it myself. This mentality of mine has led to a sort of isolation where I hardly rely on my friends or colleagues for anything. I understand that this is not the healthiest way to live or work, and I'm trying to learn how to trust others and delegate tasks.",0
Relationship with friends and colleagues,27_relationship_social,I just want to hang out alone.,2,"Follow-up: Recently, I've been feeling a bit overwhelmed with the social expectations at work and in my personal life. I've realized that I need some alone time to recharge and reflect. It's not that I don't enjoy the company of my friends and colleagues, it's just that at times, I feel the need to disconnect and spend time with myself.",0
Relationship with friends and colleagues,27_relationship_social,I feel uncomfortable with a lot of people,2,"Follow-up: Recently, I have started learning a new musical instrument as a hobby. It's a bit challenging but I am enjoying it.",1
Relationship with friends and colleagues,27_relationship_social,I feel terrible when hanging out with someone,2,"Follow-up: I've been trying to focus on improving my health lately. I've started going to the gym and eating healthier. It's been a bit challenging, but I'm determined to stick with it.",1
Relationship with friends and colleagues,27_relationship_social,I don't want to talk to anyone.,2,Follow-up: My favorite hobby is reading. I love to spend my free time reading novels. It helps me to escape reality and immerse myself in a different world.,1
Relationship with friends and colleagues,27_relationship_social,I don't have any closed relationship with others.,2,Follow-up: I've recently been reading a lot of books. I've found it to be a great way to spend my time and I've learned so much. I particularly enjoy reading about history and philosophy.,1
Relationship with friends and colleagues,27_relationship_social,I feel unsatisfied with people around me.,2,"Follow-up: I have been trying to learn a new language recently, but it's quite challenging. I'm studying Spanish because I want to travel to Spain next year.",1
Relationship with friends and colleagues,27_relationship_social,Nobody is willing to be closed with me.,2,"Follow-up: I feel that they distance themselves from me due to my introverted nature. I have a hard time initiating conversations and maintaining them, which may give others the impression that I am not interested in them. Also, I often spend my free time alone, which probably makes it difficult for them to approach me.",0
Relationship with friends and colleagues,27_relationship_social,Hanging out with others make me feel uncomfortable.,2,"Follow-up: I often find it hard to connect with people on a deeper level. It's not that I don't like them, it's just that I feel out of place and misunderstood sometimes. Also, I am an introvert, so too much social interaction drains my energy and I need alone time to recharge.",0
Relationship with friends and colleagues,27_relationship_social,I am not happy when hanging out with others.,2,"Follow-up: I often feel like I don't fit in or that I don't have much in common with them. They usually talk about things that I have little interest in, and at times, I feel excluded from the group conversation. It's not that they are bad people, it's just that I feel a gap in our interests and communication styles.",0
Relationship with friends and colleagues,27_relationship_social,I have no close relationship.,2,Follow-up: I have been trying to learn cooking recently. I find it really therapeutic and it helps me to relax after a day's work. I am currently trying to perfect my pasta recipe.,1
Relationship with friends and colleagues,27_relationship_social,I don't want to hang out with anyone.,2,"Follow-up: I am planning to start a new hobby. I am thinking of learning to play a musical instrument, maybe a guitar or a piano.",1
Relationship with friends and colleagues,27_relationship_social,I don't want to share my life with anyone.,2,"Follow-up: I have always been a private person, and I value my solitude and privacy. I find it hard to trust others with personal information about my life. While I enjoy the company of my friends and colleagues, I prefer to keep my personal and professional life separate. I also believe that everyone has a personal space that should be respected.",0
Relationship with friends and colleagues,27_relationship_social,I usually stay alone.,2,Follow-up: I've recently started trying out new recipes and cooking food at home. It's been an interesting experience and I've been enjoying it quite a lot.,1
Relationship with friends and colleagues,27_relationship_social,I am always lonely.,2,Follow-up: I have been trying to learn a new language recently. It is a tough journey but I am enjoying it.,1
