idx,y_true,y_pred,dimension_label,response,raw
3301,1,1,17_problem,I’ve been avoiding some decisions lately.,"8_problem, 1"
3302,1,1,17_problem,I find myself worrying too much about making mistakes.,"1_mood, 1"
3303,1,1,17_problem,"At the moment, I'm okay solving issues when they're not too complex.","8_problem, 1"
3304,1,1,17_problem,"Most days, I can usually decide on small things but get stuck on big ones.","8_problem, 1"
3305,1,1,17_problem,"Recently, I struggle with uncertainty in decision-making.","8_problem, 1"
3306,1,1,17_problem,"Lately, I find myself worrying too much about making mistakes.","1_mood, 1"
3307,1,1,17_problem,"Lately, It takes me longer than usual to weigh my options.","8_problem, 1"
3308,1,1,17_problem,"Most days, I hesitate when Most days, I need to make important decisions.","8_problem, 1"
3309,1,1,17_problem,"Most days, I find myself worrying too much about making mistakes.","1_mood, 1"
3310,1,1,17_problem,"Lately, I hesitate when Lately, I need to make important decisions.","8_problem, 1"
3311,1,1,17_problem,"Right now, I rely on others’ opinions more than Right now, I’d like to.","8_problem, 1"
3312,1,1,17_problem,"Lately, I’ve been avoiding some decisions lately.","8_problem, 1"
3313,1,1,17_problem,"Right now, I can usually decide on small things but get stuck on big ones.","8_problem, 1"
3314,1,1,17_problem,"At the moment, I struggle with uncertainty in decision-making.","8_problem, 1"
3315,1,1,17_problem,"Recently, I try to solve problems, but Recently, I often second-guess myself.","8_problem, 1"
3316,1,1,17_problem,"At the moment, I ask for help more often now when At the moment, I have choices to make.","8_problem, 1"
3317,1,1,17_problem,"Recently, I find myself worrying too much about making mistakes.","1_mood, 1"
3318,1,1,17_problem,"Most days, I ask for help more often now when Most days, I have choices to make.","8_problem, 1"
3319,1,1,17_problem,"Recently, It takes me longer than usual to weigh my options.","8_problem, 1"
3320,1,1,17_problem,"Sometimes Recently, I feel unsure about what to do.","8_problem, 1"
3321,1,1,17_problem,"Sometimes Lately, I feel unsure about what to do.","8_problem, 1"
3322,1,1,17_problem,"Lately, I rely on others’ opinions more than Lately, I’d like to.","8_problem, 1"
3323,1,1,17_problem,"Most days, I’ve been avoiding some decisions lately.","8_problem, 1"
3324,1,1,17_problem,"Recently, I hesitate when Recently, I need to make important decisions.","8_problem, 1"
3325,1,1,17_problem,"Sometimes Right now, I delay making decisions and hope things resolve.","8_problem, 1"
3326,1,1,17_problem,"Recently, I can usually decide on small things but get stuck on big ones.","8_problem, 1"
3327,1,1,17_problem,"Right now, I'm okay solving issues when they're not too complex.","8_problem, 1"
3328,1,1,17_problem,"Right now, I hesitate when Right now, I need to make important decisions.","8_problem, 1"
3329,1,1,17_problem,"Right now, I manage, but sometimes need reassurance from others.","16_coping, 1"
3330,1,0,17_problem,"Right now, I ask for help more often now when Right now, I have choices to make.","8_problem, 0"
3331,1,1,17_problem,"Sometimes Lately, I delay making decisions and hope things resolve.","8_problem, 1"
3332,1,1,17_problem,"Sometimes Right now, I feel unsure about what to do.","8_problem, 1"
3333,1,1,17_problem,"At the moment, It takes me longer than usual to weigh my options.","8_problem, 1"
3334,1,1,17_problem,"Right now, I try to solve problems, but Right now, I often second-guess myself.","8_problem, 1"
3335,1,1,17_problem,"Sometimes Recently, I delay making decisions and hope things resolve.","8_problem, 1"
3336,1,1,17_problem,"At the moment, I hesitate when At the moment, I need to make important decisions.","8_problem, 1"
3337,1,1,17_problem,"Right now, It takes me longer than usual to weigh my options.","8_problem, 1"
3338,1,1,17_problem,"Recently, I rely on others’ opinions more than Recently, I’d like to.","8_problem, 1"
3339,1,1,17_problem,"At the moment, I can usually decide on small things but get stuck on big ones.","8_problem, 1"
3340,1,1,17_problem,"At the moment, I try to solve problems, but At the moment, I often second-guess myself.","8_problem, 1"
3341,1,1,17_problem,"Sometimes Most days, I feel unsure about what to do.","8_problem, 1"
3342,1,1,17_problem,"Lately, I can usually decide on small things but get stuck on big ones.","8_problem, 1"
3343,1,1,17_problem,"Lately, I struggle with uncertainty in decision-making.","8_problem, 1"
3344,1,1,17_problem,"At the moment, I’ve been avoiding some decisions lately.","8_problem, 1"
3345,1,1,17_problem,"Lately, I ask for help more often now when Lately, I have choices to make.","8_problem, 1"
3346,1,1,17_problem,"Lately, I'm okay solving issues when they're not too complex.","8_problem, 1"
3347,1,1,17_problem,"Recently, I ask for help more often now when Recently, I have choices to make.","8_problem, 1"
3348,1,1,17_problem,"Recently, I'm okay solving issues when they're not too complex.","8_problem, 1"
3349,1,1,17_problem,"Most days, I manage, but sometimes need reassurance from others.","16_coping, 1"
3350,1,1,17_problem,I can only solve problem when I try really hard.,"8_problem, 1"
3351,1,1,17_problem,It is hard for me to solve a problem.,"8_problem, 1"
3352,2,1,17_problem,I have trouble solving problems.,"8_problem, 1"
3353,2,2,17_problem,My problem solving skll is really bad.,"8_problem, 2"
3354,2,1,17_problem,It's hard for me to make right decisions.,"8_problem, 1"
3355,2,1,17_problem,I am afraid to make decisions.,"8_problem, 1"
3356,2,2,17_problem,I can't solve problems by myself.,"8_problem, 2"
3357,2,2,17_problem,I can't make decisions by myself.,"8_problem, 2"
3358,2,1,17_problem,I have problem making decisions.,"8_problem, 1"
3359,2,2,17_problem,I feel paralyzed when I need to decide something.,"8_problem, 2"
3360,2,2,17_problem,I avoid making decisions because I don’t trust myself.,"8_problem, 2"
3361,2,2,17_problem,Most of the time I need someone to help me decide.,"8_problem, 2"
3362,2,2,17_problem,Even small problems feel overwhelming.,"1_mood, 2"
3363,2,1,17_problem,I often feel stuck and unsure what the right choice is.,"8_problem, 1"
3364,2,1,17_problem,I let others make choices for me to avoid the stress.,"8_problem, 1"
3365,2,1,17_problem,I’ve been making poor decisions lately that I regret.,"8_problem, 1"
3366,2,2,17_problem,I don’t know how to solve my problems anymore.,"8_problem, 2"
3367,2,2,17_problem,I feel like I can't handle responsibility right now.,"15_productivity, 2"
3368,2,2,17_problem,Making decisions makes me anxious or panicked.,"8_problem, 2"
3369,2,1,17_problem,I feel lost when faced with a tough decision.,"8_problem, 1"
3370,2,1,17_problem,I freeze up when something unexpected happens.,"8_problem, 1"
3371,2,1,17_problem,I’ve been criticized for my poor decision-making.,"8_problem, 1"
3372,2,1,17_problem,I tend to ignore problems rather than solve them.,"8_problem, 1"
3373,2,2,17_problem,I often end up doing nothing because I can't decide.,"8_problem, 2"
3374,2,1,17_problem,"At the moment, I’ve been making poor decisions lately that At the moment, I regret.","8_problem, 1"
3375,2,1,17_problem,"Most days, I feel lost when faced with a tough decision.","8_problem, 1"
3376,2,2,17_problem,"Most days, I don’t know how to solve my problems anymore.","8_problem, 2"
3377,2,1,17_problem,"Lately, I often end up doing nothing because Lately, I can't decide.","8_problem, 1"
3378,2,2,17_problem,"Right now, I feel paralyzed when Right now, I need to decide something.","8_problem, 2"
3379,2,1,17_problem,"Lately, I avoid making decisions because Lately, I don’t trust myself.","8_problem, 1"
3380,2,2,17_problem,"At the moment, I feel like At the moment, I can't handle responsibility right now.","5_work, 2"
3381,2,2,17_problem,"Most days, I feel like Most days, I can't handle responsibility right now.","1_mood, 2"
3382,2,2,17_problem,"Most of the time Most days, I need someone to help me decide.","8_problem, 2"
3383,2,2,17_problem,"At the moment, I often end up doing nothing because At the moment, I can't decide.","8_problem, 2"
3384,2,1,17_problem,"Most days, I let others make choices for me to avoid the stress.","8_problem, 1"
3385,2,2,17_problem,"Most of the time Right now, I need someone to help me decide.","8_problem, 2"
3386,2,1,17_problem,"Recently, I tend to ignore problems rather than solve them.","8_problem, 1"
3387,2,2,17_problem,"Most days, I freeze up when something unexpected happens.","8_problem, 2"
3388,2,2,17_problem,"Recently, I feel paralyzed when Recently, I need to decide something.","8_problem, 2"
3389,2,1,17_problem,"Lately, I often feel stuck and unsure what the right choice is.","8_problem, 1"
3390,2,1,17_problem,"Recently, I freeze up when something unexpected happens.","8_problem, 1"
3391,2,1,17_problem,"Recently, I often feel stuck and unsure what the right choice is.","8_problem, 1"
3392,2,2,17_problem,"Right now, I feel like Right now, I can't handle responsibility right now.","15_productivity, 2"
3393,2,2,17_problem,"Right now, I avoid making decisions because Right now, I don’t trust myself.","8_problem, 2"
3394,2,1,17_problem,"Most days, I tend to ignore problems rather than solve them.","8_problem, 1"
3395,2,2,17_problem,"Lately, I feel like Lately, I can't handle responsibility right now.","15_productivity, 2"
3396,2,1,17_problem,"Most of the time Lately, I need someone to help me decide.","8_problem, 1"
3397,2,1,17_problem,"Most days, I often feel stuck and unsure what the right choice is.","8_problem, 1"
3398,2,2,17_problem,"Most days, I often end up doing nothing because Most days, I can't decide.","8_problem, 2"
3399,2,1,17_problem,"Lately, I feel lost when faced with a tough decision.","8_problem, 1"
3400,2,1,17_problem,"Recently, I let others make choices for me to avoid the stress.","8_problem, 1"
3401,2,2,17_problem,"Right now, I often end up doing nothing because Right now, I can't decide.","8_problem, 2"
3402,2,1,17_problem,"At the moment, I tend to ignore problems rather than solve them.","8_problem, 1"
3403,2,1,17_problem,"At the moment, I’ve been criticized for my poor decision-making.","8_problem, 1"
3404,2,2,17_problem,"At the moment, I feel paralyzed when At the moment, I need to decide something.","8_problem, 2"
3405,2,1,17_problem,"At the moment, I often feel stuck and unsure what the right choice is.","8_problem, 1"
3406,2,1,17_problem,"Lately, I’ve been criticized for my poor decision-making.","8_problem, 1"
3407,2,1,17_problem,"Lately, I’ve been making poor decisions lately that Lately, I regret.","8_problem, 1"
3408,2,1,17_problem,"Right now, I tend to ignore problems rather than solve them.","8_problem, 1"
3409,2,1,17_problem,"At the moment, I feel lost when faced with a tough decision.","8_problem, 1"
3410,2,2,17_problem,"Most days, I’ve been making poor decisions lately that Most days, I regret.","8_problem, 2"
3411,2,1,17_problem,"Most days, I’ve been criticized for my poor decision-making.","8_problem, 1"
3412,2,1,17_problem,"Recently, I’ve been making poor decisions lately that Recently, I regret.","8_problem, 1"
3413,2,1,17_problem,"Lately, I let others make choices for me to avoid the stress.","8_problem, 1"
3414,2,2,17_problem,"Most days, I avoid making decisions because Most days, I don’t trust myself.","8_problem, 2"
3415,2,2,17_problem,"Most of the time Recently, I need someone to help me decide.","8_problem, 2"
3416,2,2,17_problem,"Recently, I avoid making decisions because Recently, I don’t trust myself.","8_problem, 2"
3417,2,1,17_problem,"Recently, I often end up doing nothing because Recently, I can't decide.","8_problem, 1"
3418,2,1,17_problem,"Right now, I let others make choices for me to avoid the stress.","8_problem, 1"
3419,2,1,17_problem,"Right now, I feel lost when faced with a tough decision.","8_problem, 1"
3420,2,1,17_problem,"Right now, I often feel stuck and unsure what the right choice is.","8_problem, 1"
3421,0,0,18_support,I have support from family and friends.,"13_support, 0"
3422,0,0,18_support,I have support from my parents.,"9_support, 0"
3423,0,0,18_support,I have support from my father.,"9_support, 0"
3424,0,0,18_support,I have support from my mom.,"9_support, 0"
3425,0,0,18_support,I have support from my grandpa.,"9_support, 0"
3426,0,0,18_support,I have support from my grandma.,"9_support, 0"
3427,0,0,18_support,I have support from my boyfriend.,"13_support, 0"
3428,0,0,18_support,I have support from my girlfriend.,"13_support, 0"
3429,0,0,18_support,I have support from my husband.,"9_support, 0"
3430,0,0,18_support,I have support from my wife.,"9_support, 0"
3431,0,0,18_support,I have support from my fiance.,"13_support, 0"
3432,0,0,18_support,I have support from my fiancee.,"13_support, 0"
3433,0,0,18_support,I have support from my partner.,"13_support, 0"
3434,0,0,18_support,I consider my parents as my support.,"9_support, 0"
3435,0,0,18_support,I consider my father as my support.,"9_support, 0"
3436,0,0,18_support,I consider my mom as my support.,"9_support, 0"
3437,0,0,18_support,I consider my grandpa as my support.,"9_support, 0"
3438,0,0,18_support,I consider my grandma as my support.,"9_support, 0"
3439,0,0,18_support,I consider my boyfriend as my support.,"13_support, 0"
3440,0,0,18_support,I consider my girlfriend as my support.,"13_support, 0"
3441,0,0,18_support,I consider my husband as my support.,"9_support, 0"
3442,0,0,18_support,I consider my wife as my support.,"9_support, 0"
3443,0,0,18_support,I consider my fiance as my support.,"13_support, 0"
3444,0,0,18_support,I consider my fiancee as my support.,"13_support, 0"
3445,0,0,18_support,I consider my partner as my support.,"13_support, 0"
3446,0,0,18_support,Family and friends support me.,"13_support, 0"
3447,0,0,18_support,My best friends support me.,"13_support, 0"
3448,0,0,18_support,My parents support me.,"9_support, 0"
3449,0,0,18_support,My boyfriend support me.,"13_support, 0"
3450,0,0,18_support,My girlfriend support me.,"13_support, 0"
3451,0,0,18_support,My husband support me.,"9_support, 0"
3452,0,0,18_support,My wife support me.,"9_support, 0"
3453,0,0,18_support,My fiance support me.,"13_support, 0"
3454,0,0,18_support,My fiancee support me.,"13_support, 0"
3455,0,0,18_support,My wife is always with me and provide support and help.,"9_support, 0"
3456,0,0,18_support,My parents is always with me and provide support and help.,"9_support, 0"
3457,0,0,18_support,My boyfriend is always with me and provide support and help.,"13_support, 0"
3458,0,0,18_support,My girlfriend is always with me and provide support and help.,"13_support, 0"
3459,0,0,18_support,My husband is always with me and provide support and help.,"9_support, 0"
3460,0,0,18_support,My fiance is always with me and provide support and help.,"13_support, 0"
3461,0,0,18_support,My fiancee is always with me and provide support and help.,"13_support, 0"
3462,0,0,18_support,My family and friends support and help me a lot.,"13_support, 0"
3463,0,0,18_support,I know my family can support me whenever I need them.,"9_support, 0"
3464,0,0,18_support,My parents are always supportive when I need help.,"9_support, 0"
3465,0,0,18_support,I have a strong support system from my family.,"9_support, 0"
3466,0,0,18_support,"Whenever I’m in trouble, my family steps up to help me.","9_support, 0"
3467,0,0,18_support,I know I can count on my parents when things get tough.,"9_support, 0"
3468,0,0,18_support,My partner listens to me and gives emotional support when I need it.,"13_support, 0"
3469,0,0,18_support,"My siblings and I talk regularly, and they always check in on me.","9_support, 0"
3470,0,0,18_support,"Even when we’re far apart, my family shows their love and care.","9_support, 0"
3471,0,0,18_support,I’ve felt emotionally and practically supported by my spouse.,"9_support, 0"
3472,0,0,18_support,I receive both financial and emotional support from my parents.,"9_support, 0"
3473,0,0,18_support,"My family attends important events in my life, and it means a lot.","9_support, 0"
3474,0,0,18_support,"When I’m struggling, my mom is just a phone call away.","9_support, 0"
3475,0,0,18_support,My grandparent gives me the best advice and emotional comfort.,"9_support, 0"
3476,0,0,18_support,My cousin often helps me out with errands and is always there.,"9_support, 0"
3477,0,0,18_support,I feel connected and cared for in my family.,"9_support, 0"
3478,0,0,18_support,"We may not talk every day, but I know my family has my back.","9_support, 0"
3479,0,0,18_support,My family understands me and accepts me as I am.,"9_support, 0"
3480,0,0,18_support,"Lately, My siblings and I talk regularly, and they always check in on me, even though we're in different cities.","9_support, 0"
3481,0,1,18_support,"In the past few weeks, I’ve felt emotionally and practically supported by my spouse, but sometimes I wish they understood me better.","9_support, 1"
3482,0,0,18_support,"Recently, My grandparent gives me the best advice and emotional comfort, even if I don't always express it.","9_support, 0"
3483,0,0,18_support,"Right now, I receive both financial and emotional support from my parents, which makes me feel more secure.","9_support, 0"
3484,0,0,18_support,"In the past few weeks, My family attends important events in my life, and it means a lot, which makes me feel more secure.","9_support, 0"
3485,0,0,18_support,"In the past few weeks, My grandparent gives me the best advice and emotional comfort, even though we don’t talk every day.","9_support, 0"
3486,0,1,18_support,"Currently, My family attends important events in my life, and it means a lot, but sometimes I wish they understood me better.","9_support, 1"
3487,0,0,18_support,"Currently, Whenever I’m in trouble, my family steps up to help me, despite our differences in opinions.","9_support, 0"
3488,0,0,18_support,"Currently, My partner listens to me and gives emotional support when I need it, despite our differences in opinions.","9_support, 0"
3489,0,0,18_support,"In the past few weeks, I have a strong support system from my family, especially when I'm going through a hard time.","9_support, 0"
3490,0,1,18_support,"In the past few weeks, I receive both financial and emotional support from my parents, but sometimes I wish they understood me better.","9_family, 1"
3491,0,0,18_support,"Lately, I receive both financial and emotional support from my parents, though we have some disagreements.","9_support, 0"
3492,0,0,18_support,"Recently, My partner listens to me and gives emotional support when I need it, though we have some disagreements.","9_support, 0"
3493,0,0,18_support,"Right now, I’ve felt emotionally and practically supported by my spouse, despite our differences in opinions.","9_support, 0"
3494,0,0,18_support,"In the past few weeks, My grandparent gives me the best advice and emotional comfort, especially when I'm going through a hard time.","9_support, 0"
3495,0,1,18_support,"Lately, I feel connected and cared for in my family, though we have some disagreements.","9_support, 1"
3496,0,0,18_support,"In the past few weeks, I know I can count on my parents when things get tough.","9_support, 0"
3497,0,0,18_support,"Right now, I have a strong support system from my family.","9_support, 0"
3498,0,0,18_support,"In the past few weeks, My family understands me and accepts me as I am, even though we don’t talk every day.","9_support, 0"
3499,0,0,18_support,"Right now, I know I can count on my parents when things get tough, which makes me feel more secure.","9_support, 0"
3500,0,1,18_support,"Recently, My family attends important events in my life, and it means a lot, but sometimes I wish they understood me better.","9_support, 1"
3501,0,0,18_support,"Currently, I feel connected and cared for in my family, which makes me feel more secure.","9_support, 0"
3502,0,0,18_support,"Right now, We may not talk every day, but I know my family has my back.","9_support, 0"
3503,0,1,18_support,"Right now, My family understands me and accepts me as I am, although sometimes it takes effort to ask for help.","9_support, 1"
3504,0,0,18_support,"Right now, I receive both financial and emotional support from my parents, even though we're in different cities.","9_support, 0"
3505,0,0,18_support,"In the past few weeks, We may not talk every day, but I know my family has my back, even though we're in different cities.","9_support, 0"
3506,0,0,18_support,"Recently, I receive both financial and emotional support from my parents, despite our differences in opinions.","9_support, 0"
3507,0,0,18_support,"Currently, I receive both financial and emotional support from my parents, even though we don’t talk every day.","9_support, 0"
3508,0,0,18_support,"Currently, My partner listens to me and gives emotional support when I need it, even though we're in different cities.","13_support, 0"
3509,0,0,18_support,"Currently, Even when we’re far apart, my family shows their love and care.","9_support, 0"
3510,0,1,18_support,"Lately, I know I can count on my parents when things get tough, although sometimes it takes effort to ask for help.","9_support, 1"
3511,0,0,18_support,"In the past few weeks, I’ve felt emotionally and practically supported by my spouse, although sometimes it takes effort to ask for help.","9_support, 0"
3512,0,0,18_support,"In the past few weeks, Whenever I’m in trouble, my family steps up to help me, though we have some disagreements.","9_support, 0"
3513,0,0,18_support,"Right now, Even when we’re far apart, my family shows their love and care.","9_support, 0"
3514,0,0,18_support,"Right now, I’ve felt emotionally and practically supported by my spouse, especially when I'm going through a hard time.","9_support, 0"
3515,0,1,18_support,"In the past few weeks, We may not talk every day, but I know my family has my back, though we have some disagreements.","9_support, 1"
3516,0,1,18_support,"Right now, My family understands me and accepts me as I am, but sometimes I wish they understood me better.","9_support, 1"
3517,0,1,18_support,"Lately, We may not talk every day, but I know my family has my back, but sometimes I wish they understood me better.","9_family, 1"
3518,0,0,18_support,"Right now, I receive both financial and emotional support from my parents, especially when I'm going through a hard time.","9_support, 0"
3519,0,0,18_support,"Currently, My siblings and I talk regularly, and they always check in on me, though we have some disagreements.","9_support, 0"
3520,0,0,18_support,"Right now, My family attends important events in my life, and it means a lot.","9_support, 0"
3521,0,0,18_support,"Recently, My family understands me and accepts me as I am, despite our differences in opinions.","9_support, 0"
3522,0,0,18_support,"Right now, My partner listens to me and gives emotional support when I need it, even though we're in different cities.","13_support, 0"
3523,0,0,18_support,"Right now, Even when we’re far apart, my family shows their love and care, though we have some disagreements.","9_support, 0"
3524,0,0,18_support,"In the past few weeks, We may not talk every day, but I know my family has my back, which makes me feel more secure.","9_support, 0"
3525,0,0,18_support,"In the past few weeks, When I’m struggling, my mom is just a phone call away.","9_support, 0"
3526,0,0,18_support,"Lately, My family understands me and accepts me as I am, though we have some disagreements.","9_family, 0"
3527,0,0,18_support,"Recently, When I’m struggling, my mom is just a phone call away, especially when I'm going through a hard time.","9_support, 0"
3528,1,1,18_support,"I get some support from my family, but not consistently.","9_support, 1"
3529,1,1,18_support,"My parents help me sometimes, but we aren’t very close.","9_support, 1"
3530,1,1,18_support,"My partner is there, but doesn’t always understand what I need.","9_support, 1"
3531,1,1,18_support,"My family supports me financially, but emotionally it's harder.","9_support, 1"
3532,1,1,18_support,Sometimes I feel like I’m bothering my family when I ask for help.,"9_support, 1"
3533,1,1,18_support,"We check in occasionally, but it’s mostly small talk.","3_emo, 1"
3534,1,1,18_support,I wish my family were more involved in my life.,"9_support, 1"
3535,1,1,18_support,"They care about me, but they don’t really know what’s going on.","13_support, 1"
3536,1,1,18_support,I’ve been trying to reconnect with my siblings lately.,"9_family, 1"
3537,1,1,18_support,"My parents try to help, but we often misunderstand each other.","9_family, 1"
3538,1,1,18_support,"I don’t feel entirely alone, but the support I get is limited.","13_support, 1"
3539,1,1,18_support,"I get help when I ask for it, but I have to reach out first.","13_support, 1"
3540,1,1,18_support,"We’ve had conflicts, so it’s hard to rely on them emotionally.","9_support, 1"
3541,1,1,18_support,They show support in practical ways but not emotionally.,"13_support, 1"
3542,1,1,18_support,"Sometimes I get support, but sometimes I feel left out.","13_support, 1"
3543,1,1,18_support,"In the past few weeks, they show support in practical ways but not emotionally, which makes me feel more secure.","13_support, 1"
3544,1,1,18_support,"In the past few weeks, I get some support from my family, but not consistently, even though we're in different cities.","9_support, 1"
3545,1,1,18_support,"Right now, We check in occasionally, but it’s mostly small talk, despite our differences in opinions.","13_social, 1"
3546,1,1,18_support,"Right now, We check in occasionally, but it’s mostly small talk, even if I don't always express it.","3_emo, 1"
3547,1,1,18_support,"Right now, Sometimes I feel like I’m bothering my family when I ask for help, though we have some disagreements.","9_support, 1"
3548,1,1,18_support,"Currently, they show support in practical ways but not emotionally, even though we don’t talk every day.","13_support, 1"
3549,1,1,18_support,"Right now, I get some support from my family, but not consistently.","9_support, 1"
3550,1,1,18_support,"Lately, We check in occasionally, but it’s mostly small talk, despite our differences in opinions.","13_social, 1"
3551,1,1,18_support,"Lately, We’ve had conflicts, so it’s hard to rely on them emotionally, especially when I'm going through a hard time.","9_support, 1"
3552,1,1,18_support,"Lately, My family supports me financially, but emotionally it's harder, despite our differences in opinions.","9_support, 1"
3553,1,1,18_support,"Lately, My parents try to help, but we often misunderstand each other, although sometimes it takes effort to ask for help.","9_support, 1"
3554,1,1,18_support,"In the past few weeks, My partner is there, but doesn’t always understand what I need, which makes me feel more secure.","9_support, 1"
3555,1,1,18_support,"Lately, My parents try to help, but we often misunderstand each other, despite our differences in opinions.","9_support, 1"
3556,1,1,18_support,"Right now, I get help when I ask for it, but I have to reach out first, even though we're in different cities.","13_support, 1"
3557,1,1,18_support,"Currently, My partner is there, but doesn’t always understand what I need, but sometimes I wish they understood me better.","9_family, 1"
3558,1,1,18_support,"Recently, I get help when I ask for it, but I have to reach out first, even though we don’t talk every day.","13_support, 1"
3559,1,1,18_support,"In the past few weeks, Sometimes I feel like I’m bothering my family when I ask for help, even though we don’t talk every day.","9_support, 1"
3560,1,1,18_support,"Recently, I get some support from my family, but not consistently, even though we're in different cities.","9_support, 1"
3561,1,1,18_support,"Recently, I don’t feel entirely alone, but the support I get is limited, though we have some disagreements.","13_support, 1"
3562,1,1,18_support,"Right now, I get help when I ask for it, but I have to reach out first, despite our differences in opinions.","13_support, 1"
3563,1,1,18_support,"Lately, I get help when I ask for it, but I have to reach out first, even though we're in different cities.","13_support, 1"
3564,1,1,18_support,"Recently, We’ve had conflicts, so it’s hard to rely on them emotionally, even though we don’t talk every day.","13_support, 1"
3565,1,1,18_support,"Recently, We’ve had conflicts, so it’s hard to rely on them emotionally, especially when I'm going through a hard time.","9_support, 1"
3566,1,1,18_support,"Currently, I’ve been trying to reconnect with my siblings lately, though we have some disagreements.","9_family, 1"
3567,1,1,18_support,"Currently, My parents help me sometimes, but we aren’t very close.","9_family, 1"
3568,1,1,18_support,"Currently, I get some support from my family, but not consistently, though we have some disagreements.","9_support, 1"
3569,1,1,18_support,"Right now, My parents help me sometimes, but we aren’t very close, though we have some disagreements.","9_family, 1"
3570,1,1,18_support,"Currently, I don’t feel entirely alone, but the support I get is limited, which makes me feel more secure.","13_support, 1"
3571,1,1,18_support,"In the past few weeks, I wish my family were more involved in my life, although sometimes it takes effort to ask for help.","9_support, 1"
3572,1,1,18_support,"Recently, I don’t feel entirely alone, but the support I get is limited, even though we're in different cities.","13_support, 1"
3573,1,1,18_support,"Recently, We’ve had conflicts, so it’s hard to rely on them emotionally.","9_support, 1"
3574,1,1,18_support,"Right now, they care about me, but they don’t really know what’s going on, though we have some disagreements.","13_support, 1"
3575,1,1,18_support,"Recently, Sometimes I feel like I’m bothering my family when I ask for help, even if I don't always express it.","9_support, 1"
3576,1,1,18_support,"In the past few weeks, they show support in practical ways but not emotionally, even though we don’t talk every day.","13_support, 1"
3577,1,1,18_support,"Currently, Sometimes I get support, but sometimes I feel left out, which makes me feel more secure.","13_support, 1"
3578,1,1,18_support,"In the past few weeks, We’ve had conflicts, so it’s hard to rely on them emotionally, which makes me feel more secure.","13_support, 1"
3579,1,1,18_support,"Recently, My parents try to help, but we often misunderstand each other, though we have some disagreements.","9_support, 1"
3580,1,1,18_support,"Currently, I get some support from my family, but not consistently, which makes me feel more secure.","9_support, 1"
3581,1,1,18_support,"Currently, My partner is there, but doesn’t always understand what I need, which makes me feel more secure.","13_support, 1"
3582,1,1,18_support,"In the past few weeks, We check in occasionally, but it’s mostly small talk, even though we're in different cities.","3_emo, 1"
3583,1,1,18_support,"Currently, Sometimes I feel like I’m bothering my family when I ask for help, but sometimes I wish they understood me better.","9_support, 1"
3584,1,1,18_support,"Currently, I’ve been trying to reconnect with my siblings lately, especially when I'm going through a hard time.","9_family, 1"
3585,1,1,18_support,"Recently, My family supports me financially, but emotionally it's harder, even though we don’t talk every day.","9_support, 1"
3586,1,1,18_support,"In the past few weeks, I get help when I ask for it, but I have to reach out first, though we have some disagreements.","13_support, 1"
3587,1,1,18_support,"Right now, I’ve been trying to reconnect with my siblings lately, despite our differences in opinions.","9_family, 1"
3588,1,1,18_support,"Right now, I don’t feel entirely alone, but the support I get is limited, which makes me feel more secure.","13_support, 1"
3589,1,2,18_support,"Right now, We’ve had conflicts, so it’s hard to rely on them emotionally, especially when I'm going through a hard time.","9_support, 2"
3590,1,1,18_support,"Lately, Sometimes I feel like I’m bothering my family when I ask for help, despite our differences in opinions.","9_support, 1"
3591,1,1,18_support,"Currently, I don’t feel entirely alone, but the support I get is limited, but sometimes I wish they understood me better.","13_support, 1"
3592,1,1,18_support,"Currently, they care about me, but they don’t really know what’s going on.","13_support, 1"
3593,2,2,18_support,I feel completely unsupported by my family.,"9_support, 2"
3594,2,2,18_support,"We don’t talk anymore, so I have no one to rely on at home.","9_support, 2"
3595,2,2,18_support,"Every time I reach out, they ignore or dismiss me.","13_support, 2"
3596,2,2,18_support,I’ve had to cut ties with my family because of toxic behavior.,"9_family, 2"
3597,2,1,18_support,They judge me more than they support me.,"13_support, 1"
3598,2,2,18_support,My partner and I don’t talk anymore — I feel very alone.,"9_family, 2"
3599,2,2,18_support,"Even when I was sick, no one checked in on me.","13_support, 2"
3600,2,1,18_support,It feels like I’m invisible in my own family.,"9_family, 1"
3601,2,2,18_support,I’ve stopped expecting emotional support from them.,"13_support, 2"
3602,2,2,18_support,"They see my struggles, but act like nothing’s wrong.","13_support, 2"
3603,2,1,18_support,My family always criticizes me instead of helping.,"9_support, 1"
3604,2,2,18_support,"Growing up, I never learned what support even feels like.","9_support, 2"
3605,2,2,18_support,I feel more like a burden to them than someone they care about.,"13_support, 2"
3606,2,1,18_support,They blame me for things that aren’t my fault.,"13_social, 1"
3607,2,2,18_support,There’s been a lot of conflict and now we’re estranged.,"9_family, 2"
3608,2,2,18_support,"Recently, My partner and I don’t talk anymore — I feel very alone, though we have some disagreements.","9_family, 2"
3609,2,1,18_support,"Recently, My partner and I don’t talk anymore — I feel very alone, even if I don't always express it.","3_emo, 1"
3610,2,1,18_support,"Right now, they judge me more than they support me, even though we're in different cities.","13_support, 1"
3611,2,2,18_support,"Currently, I’ve had to cut ties with my family because of toxic behavior, even though we don’t talk every day.","9_family, 2"
3612,2,2,18_support,"In the past few weeks, My partner and I don’t talk anymore — I feel very alone, even though we don’t talk every day.","3_talk, 2"
